bc_short_name,bc_id,bc_short_name_id,parent_bc_id,bc_categories,bc_synonyms,result_scales,bc_definition,bc_hierarchy_level,bc_hierarchy_full,dec_n
AIMS - Current Teeth/Dentures Problems,C102044,AIMS - Current Teeth/Dentures Problems (C102044),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Current Problems Teeth/Dentures;AIMS0111,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Dental Status, Current problems with teeth and/or dentures.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Current Teeth/Dentures Problems (C102044),5
AIMS - Incapacitation Due to Abnormal Movements,C102042,AIMS - Incapacitation Due to Abnormal Movements (C102042),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Incapacitation due Abn Movements;AIMS0109,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Global Judgments, Incapacitation due to abnormal movements.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Incapacitation Due to Abnormal Movements (C102042),5
AIMS - Jaw,C102036,AIMS - Jaw (C102036),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Jaw;AIMS0103,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Facial and Oral Movements, Jaw, e.g., biting, clenching, chewing, mouth opening, lateral movement.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Jaw (C102036),5
AIMS - Lips and Perioral Area,C102035,AIMS - Lips and Perioral Area (C102035),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Lips and Perioral Area;AIMS0102,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Facial and Oral Movements, Lips and perioral area, e.g., puckering, pouting, smacking.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Lips and Perioral Area (C102035),5
AIMS - Lower Extremities,C102039,AIMS - Lower Extremities (C102039),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Lower Extremities;AIMS0106,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Extremity Movements, Lower (legs, knees, ankles, toes), e.g., lateral knee movement, foot tapping, heel dropping, foot squirming, inversion and eversion of foot.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Lower Extremities (C102039),5
AIMS - Muscles of Facial Expression,C102034,AIMS - Muscles of Facial Expression (C102034),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Muscles of Facial Expression;AIMS0101,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Facial and Oral Movements, Muscles of facial expression, e.g., movements of forehead, eyebrows, periorbital area, cheeks. Include frowning, blinking, grimacing of upper face.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Muscles of Facial Expression (C102034),5
"AIMS - Neck, Shoulders, Hips",C102040,"AIMS - Neck, Shoulders, Hips (C102040)",C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,"AIMS01-Neck, Shoulders, Hips;AIMS0107",Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Trunk Movements, Neck, shoulders, hips, e.g., rocking, twisting, squirming, pelvic gyrations. Include diaphragmatic movements.",3,"Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Neck, Shoulders, Hips (C102040)",5
AIMS - Patient Usually Wears Dentures,C102045,AIMS - Patient Usually Wears Dentures (C102045),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Patient Usually Wear Dentures;AIMS0112,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Dental Status, Does patient usually wear dentures?",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Patient Usually Wears Dentures (C102045),5
AIMS - Patient's Awareness of Abnormal Movements,C102043,AIMS - Patient's Awareness of Abnormal Movements (C102043),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Patient Awareness Abn Movements;AIMS0110,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Global Judgments, Patient's awareness of abnormal movements.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Patient's Awareness of Abnormal Movements (C102043),5
AIMS - Severity of Abnormal Movements,C102041,AIMS - Severity of Abnormal Movements (C102041),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Severity of Abnormal Movements;AIMS0108,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Global Judgments, Severity of abnormal movements, based on the highest single score on the above items.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Severity of Abnormal Movements (C102041),5
AIMS - Tongue,C102037,AIMS - Tongue (C102037),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Tongue;AIMS0104,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Facial and Oral Movements, Tongue. Rate only increase in movement both in and out of mouth, not inability to sustain movement.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Tongue (C102037),5
AIMS - Upper Extremities,C102038,AIMS - Upper Extremities (C102038),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Upper Extremities;AIMS0105,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Extremity Movements, Upper (arms, wrists, hands, fingers). Include movements that are choreic (rapid, objectively purposeless, irregular, spontaneous) or athetoid (slow, irregular, complex, serpentine). Do not include tremor (repetitive, regular, rhythmic movements).",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Upper Extremities (C102038),5
AIMS Clinical Classification Question,C101869,AIMS Clinical Classification Question (C101869),C211913,QRS Instrument Questions,,,A question associated with the AIMS questionnaire.,2,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869),0
AJCC Cancer Staging Manual,C177561,AJCC Cancer Staging Manual (C177561),C118969,QRS;Clinical or Research Assessment Classification;AJCC Cancer Staging Manual,AJCC Cancer Staging Manual;ajcc staging system edition,,The criteria developed by the American Joint Committee on Cancer (AJCC) for the classification and staging of neoplastic diseases.,1,Clinical or Research Assessment Classification (C118969); AJCC Cancer Staging Manual (C177561),0
AJCC Cancer Staging Manual 7th Edition,C125755,AJCC Cancer Staging Manual 7th Edition (C125755),C177561,QRS;Clinical or Research Assessment Classification;AJCC Cancer Staging Manual 7th Edition Clinical Classification;AJCC V7;AJCC1;AJCC7,AJCC V7;AJCC1;AJCC7,,"The 7th edition of the criteria developed by the American Joint Committee on Cancer (AJCC) in 2010, used for the classification and staging of neoplastic diseases.",2,Clinical or Research Assessment Classification (C118969); AJCC Cancer Staging Manual (C177561); AJCC Cancer Staging Manual 7th Edition (C125755),0
AJCC v7 - Anatomic Stage,C141699,AJCC v7 - Anatomic Stage (C141699),C141675,QRS;Clinical or Research Assessment Classification;AJCC Cancer Staging Manual 7th Edition Clinical Classification;AJCC V7;AJCC V7 Clinical Classification Question,AJCC1-Anatomic;Stage;AJCC104,,AJCC Cancer Staging Manual 7th Edition (AJCC v7) Anatomic stage.,2,Clinical or Research Assessment Question (C91102); AJCC v7 Clinical Classification Question (C141675); AJCC v7 - Anatomic Stage (C141699),5
AJCC v7 - Distant Metastasis (M),C141698,AJCC v7 - Distant Metastasis (M) (C141698),C141675,QRS;Clinical or Research Assessment Classification;AJCC Cancer Staging Manual 7th Edition Clinical Classification;AJCC V7;AJCC V7 Clinical Classification Question,AJCC1-Distant Metastasis (M);AJCC103,,AJCC Cancer Staging Manual 7th Edition (AJCC v7) Distant metastasis (M).,2,Clinical or Research Assessment Question (C91102); AJCC v7 Clinical Classification Question (C141675); AJCC v7 - Distant Metastasis (M) (C141698),5
AJCC v7 - Primary Tumor (T),C141696,AJCC v7 - Primary Tumor (T) (C141696),C141675,QRS;Clinical or Research Assessment Classification;AJCC Cancer Staging Manual 7th Edition Clinical Classification;AJCC V7;AJCC V7 Clinical Classification Question,,,AJCC Cancer Staging Manual 7th Edition (AJCC v7) Primary tumor (T).,2,Clinical or Research Assessment Question (C91102); AJCC v7 Clinical Classification Question (C141675); AJCC v7 - Primary Tumor (T) (C141696),5
AJCC v7 - Regional Lymph Nodes (N),C141697,AJCC v7 - Regional Lymph Nodes (N) (C141697),C141675,QRS;Clinical or Research Assessment Classification;AJCC Cancer Staging Manual 7th Edition Clinical Classification;AJCC V7;AJCC V7 Clinical Classification Question,AJCC1-Regional Lymph Nodes (N);AJCC102,,AJCC Cancer Staging Manual 7th Edition (AJCC v7) Regional lymph nodes (N).,2,Clinical or Research Assessment Question (C91102); AJCC v7 Clinical Classification Question (C141675); AJCC v7 - Regional Lymph Nodes (N) (C141697),5
AJCC v7 - Residual Tumor (R),C176205,AJCC v7 - Residual Tumor (R) (C176205),C141675,QRS;Clinical or Research Assessment Classification;AJCC Cancer Staging Manual 7th Edition Clinical Classification;AJCC V7;AJCC V7 Clinical Classification Question,AJCC1-Residual Tumor (R);AJCC105,,AJCC Cancer Staging Manual 7th Edition (AJCC v7) Residual tumor (R).,2,Clinical or Research Assessment Question (C91102); AJCC v7 Clinical Classification Question (C141675); AJCC v7 - Residual Tumor (R) (C176205),5
AJCC v7 Clinical Classification Question,C141675,AJCC v7 Clinical Classification Question (C141675),C91102,QRS Instrument Questions,,,A question associated with the AJCC v7 clinical classification.,1,Clinical or Research Assessment Question (C91102); AJCC v7 Clinical Classification Question (C141675),0
APACHE II - 15 Minus Glasgow Coma Score,C121109,APACHE II - 15 Minus Glasgow Coma Score (C121109),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-15 Minus Glasgow Coma Score;APCH112,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Glasgow coma score: Score equals 15 minus actual GCS.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - 15 Minus Glasgow Coma Score (C121109),4
"APACHE II - A, Total Acute Physiology Score",C121110,"APACHE II - A, Total Acute Physiology Score (C121110)",C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-A: Total Acute Physiology Score;APCH113,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) A: Total acute physiology score.,3,"Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - A, Total Acute Physiology Score (C121110)",4
APACHE II - Arterial pH,C121102,APACHE II - Arterial pH (C121102),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Arterial pH;APCH106A,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Arterial pH (preferred).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Arterial pH (C121102),4
"APACHE II - B, Age Points",C121111,"APACHE II - B, Age Points (C121111)",C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-B: Age Points;APCH114,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) B: Age points (years).,3,"Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - B, Age Points (C121111)",5
"APACHE II - C, Chronic Health Points",C121112,"APACHE II - C, Chronic Health Points (C121112)",C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-C: Chronic Health Points;APCH115,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) C: Chronic health points.,3,"Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - C, Chronic Health Points (C121112)",4
APACHE II - Heart Rate,C121098,APACHE II - Heart Rate (C121098),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Heart Rate;APCH103,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Heart rate (ventricular response).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Heart Rate (C121098),5
APACHE II - Hematocrit,C121107,APACHE II - Hematocrit (C121107),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Hematocrit;APCH110,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Hematocrit (%).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Hematocrit (C121107),5
APACHE II - Mean Arterial Pressure,C121097,APACHE II - Mean Arterial Pressure (C121097),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Mean Arterial Pressure;APCH102,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Mean arterial pressure - mm Hg.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Mean Arterial Pressure (C121097),5
"APACHE II - Oxygenation, A-aDO2",C121100,"APACHE II - Oxygenation, A-aDO2 (C121100)",C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Oxygenation: A-aDO2;APCH105A,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Oxygenation (mm Hg): FIO2 greater than or equal to 0.5 record A-aDO2.,3,"Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Oxygenation, A-aDO2 (C121100)",5
"APACHE II - Oxygenation, PaO2",C121101,"APACHE II - Oxygenation, PaO2 (C121101)",C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Oxygenation: PaO2;APCH105B,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Oxygenation (mm Hg): FIO2 less than 0.5 record only PaO2.,3,"Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Oxygenation, PaO2 (C121101)",5
APACHE II - Respiratory Rate,C121099,APACHE II - Respiratory Rate (C121099),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Respiratory Rate;APCH104,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Respiratory rate (non-ventilated or ventilated).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Respiratory Rate (C121099),5
APACHE II - Serum Creatinine,C121106,APACHE II - Serum Creatinine (C121106),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Serum Creatinine;APCH109,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Serum creatinine (mg/100 mL) (double point score for acute renal failure).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Serum Creatinine (C121106),5
APACHE II - Serum HCO3,C121103,APACHE II - Serum HCO3 (C121103),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Serum HCO3;APCH106B,Ordinal,"Acute Physiology and Chronic Health Evaluation II (APACHE II) Serum HCO3 (venous mMol/L) (Not preferred, use if no ABGs).",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Serum HCO3 (C121103),5
APACHE II - Serum Potassium,C121105,APACHE II - Serum Potassium (C121105),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Serum Potassium;APCH108,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Serum potassium (mMol/L).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Serum Potassium (C121105),5
APACHE II - Serum Sodium,C121104,APACHE II - Serum Sodium (C121104),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Serum Sodium;APCH107,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Serum sodium (mMol/L).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Serum Sodium (C121104),5
"APACHE II - Temperature, Rectal",C121096,"APACHE II - Temperature, Rectal (C121096)",C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Temperature - Rectal;APCH101,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Temperature - rectal (degree C).,3,"Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Temperature, Rectal (C121096)",6
APACHE II - Total APACHE II Score,C121113,APACHE II - Total APACHE II Score (C121113),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Total APACHE II Score;APCH116,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Total APACHE II score.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Total APACHE II Score (C121113),4
APACHE II - White Blood Count,C121108,APACHE II - White Blood Count (C121108),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-White Blood Count;APCH111,Ordinal,"Acute Physiology and Chronic Health Evaluation II (APACHE II) White blood count (total/mm3) (in 1,000s).",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - White Blood Count (C121108),5
APACHE II Clinical Classification Question,C120994,APACHE II Clinical Classification Question (C120994),C211913,QRS Instrument Questions,APACHE II Question,,A question associated with the APACHE II clinical classification.,2,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994),0
ATLAS - Age,C147843,ATLAS - Age (C147843),C147551,QRS;Clinical or Research Assessment Classification;ATLAS Score Clinical Classification;ATLAS;ATLAS1;ATLAS Clinical Classification Question,ATLAS1-Age;ATLAS101;ATLAS - Age,Ordinal,ATLAS Score (ATLAS) Age.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ATLAS Clinical Classification Question (C147551); ATLAS - Age (C147843),5
ATLAS - Albumin,C147846,ATLAS - Albumin (C147846),C147551,QRS;Clinical or Research Assessment Classification;ATLAS Score Clinical Classification;ATLAS;ATLAS1;ATLAS Clinical Classification Question,ATLAS1-Albumin;ATLAS104;ATLAS - Albumin,Ordinal,ATLAS Score (ATLAS) Albumin (serum).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ATLAS Clinical Classification Question (C147551); ATLAS - Albumin (C147846),5
ATLAS - Leukocyte Count,C147845,ATLAS - Leukocyte Count (C147845),C147551,QRS;Clinical or Research Assessment Classification;ATLAS Score Clinical Classification;ATLAS;ATLAS1;ATLAS Clinical Classification Question,ATLAS1-Leukocyte Count;ATLAS103;ATLAS - Leukocyte Count,Ordinal,ATLAS Score (ATLAS) Leukocyte count (total).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ATLAS Clinical Classification Question (C147551); ATLAS - Leukocyte Count (C147845),4
