package_date,bc_id,vlm_group_id,standard,standard_start_version,standard_end_version,domain,collection_group_id,implementation_option,scenario,short_name,collection_item,variable_name,dec_id,question_text,prompt,order_number,mandatory_variable,data_type,length,significant_digits,display_hidden,codelist,codelist_submission_value,value_list,value_display_list,selection_type,prepopulated_term,prepopulated_code,sdtm_target_variable,sdtm_annotation,sdtm_mapping
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_HORIZONTAL,Horizontal,,Adverse Event Free Text Format (Horizontal),AESDISAB,AESDISAB,C113380,,Disability or Permanent Damage,10,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,AESDISAB,AESDISAB,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_HORIZONTAL,Horizontal,,Adverse Event Free Text Format (Horizontal),AESCONG,AESCONG,C83117,,Congenital Anomaly or Birth Defect,11,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,AESCONG,AESCONG,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_HORIZONTAL,Horizontal,,Adverse Event Free Text Format (Horizontal),AESMIE,AESMIE,C83053,,Other Serious (Important Medical Events),12,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,AESMIE,AESMIE,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_HORIZONTAL,Horizontal,,Adverse Event Free Text Format (Horizontal),AEREL,AEREL,C41358,,Relationship to Study Treatment,13,Y,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,AEREL,AEREL,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_HORIZONTAL,Horizontal,,Adverse Event Free Text Format (Horizontal),AEACN,AEACN,C83013,,Action Taken with Study Treatment,14,Y,text,200,,N,C66767,ACN,DOSE INCREASED;DOSE NOT CHANGED;DOSE RATE REDUCED;DOSE REDUCED;DRUG INTERRUPTED;DRUG WITHDRAWN;NOT APPLICABLE;UNKNOWN,Dose Increased;Dose Not Changed;Dose Rate Reduced;Dose Reduced;Drug Interrupted;Drug Withdrawn;Not Applicable;Unknown,Multiple,,,AEACN,AEACN,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_HORIZONTAL,Horizontal,,Adverse Event Free Text Format (Horizontal),AEACNOTH,AEACNOTH,C83109,,Other Action Taken,15,N,text,200,,N,,,,,,,,AEACNOTH,AEACNOTH,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_HORIZONTAL,Horizontal,,Adverse Event Free Text Format (Horizontal),AEOUT,AEOUT,C49489,,Outcome,16,N,text,200,,N,C66768,OUT,FATAL;NOT RECOVERED/NOT RESOLVED;RECOVERED/RESOLVED;RECOVERED/RESOLVED WITH SEQUELAE;RECOVERING/RESOLVING;UNKNOWN,Fatal;Not Recovered/Not Resolved;Recovered/Resolved;Recovered/Resolved With Sequelae;Recovering/Resolving;Unknown,Single,,,AEOUT,AEOUT,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_VERTICAL,Vertical,,Adverse Event Free Text Format (Vertical),AETERM,AETERM,C78541,What is the adverse event term?,,1,Y,text,200,,N,,,,,,,,AETERM,AETERM,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_VERTICAL,Vertical,,Adverse Event Free Text Format (Vertical),AESTDAT,AESTDAT,C83215,What is the adverse event start date?,,2,Y,date,10,,N,,,,,,,,AESTDAT,AESTDAT,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_VERTICAL,Vertical,,Adverse Event Free Text Format (Vertical),AEONGO,AEONGO,C83051,Is the adverse event ongoing (as of [the study-specific time point or period])?,,3,N,text,1,,N,,,N;Y,No;Yes,Single,,,AEENRTPT;AEENRF,[NOT SUBMITTED];AEENRTPT; AEENRF,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_VERTICAL,Vertical,,Adverse Event Free Text Format (Vertical),AEENDAT,AEENDAT,C83201,What was the adverse event end date?,,4,Y,date,10,,N,,,,,,,,AEENDAT,AEENDAT,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_VERTICAL,Vertical,,Adverse Event Free Text Format (Vertical),AESEV,AESEV,C53253,What is the severity of the adverse event?,,5,N,text,200,,N,C66769,AESEV,MILD;MODERATE;SEVERE,Mild;Moderate;Severe,Single,,,AESEV,AESEV,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_VERTICAL,Vertical,,Adverse Event Free Text Format (Vertical),AESER,AESER,C53252,Was the adverse event serious?,,6,Y,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,AESER,AESER,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_VERTICAL,Vertical,,Adverse Event Free Text Format (Vertical),AESDTH,AESDTH,C48275,Did the adverse event result in death?,,7,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,AESDTH,AESDTH,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_VERTICAL,Vertical,,Adverse Event Free Text Format (Vertical),AESLIFE,AESLIFE,C84266,Was the adverse event life threatening?,,8,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,AESLIFE,AESLIFE,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_VERTICAL,Vertical,,Adverse Event Free Text Format (Vertical),AESHOSP,AESHOSP,C83052,Did the adverse event result in initial or prolonged     hospitalization for the subject?,,9,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,AESHOSP,AESHOSP,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_VERTICAL,Vertical,,Adverse Event Free Text Format (Vertical),AESDISAB,AESDISAB,C113380,Did the adverse event result in disability or permanent     damage?,,10,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,AESDISAB,AESDISAB,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_VERTICAL,Vertical,,Adverse Event Free Text Format (Vertical),AESCONG,AESCONG,C83117,Was the adverse event associated with a congenital anomaly or birth defect?,,11,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,AESCONG,AESCONG,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_VERTICAL,Vertical,,Adverse Event Free Text Format (Vertical),AESMIE,AESMIE,C83053,Was the adverse event a medically important event not covered by other serious criteria?,,12,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,AESMIE,AESMIE,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_VERTICAL,Vertical,,Adverse Event Free Text Format (Vertical),AEREL,AEREL,C41358,Was this adverse event related to study treatment?,,13,Y,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,AEREL,AEREL,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_VERTICAL,Vertical,,Adverse Event Free Text Format (Vertical),AEACN,AEACN,C83013,What action was taken with study treatment?,,14,Y,text,200,,N,C66767,ACN,DOSE INCREASED;DOSE NOT CHANGED;DOSE RATE REDUCED;DOSE REDUCED;DRUG INTERRUPTED;DRUG WITHDRAWN;NOT APPLICABLE;UNKNOWN,Dose Increased;Dose Not Changed;Dose Rate Reduced;Dose Reduced;Drug Interrupted;Drug Withdrawn;Not Applicable;Unknown,Multiple,,,AEACN,AEACN,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_VERTICAL,Vertical,,Adverse Event Free Text Format (Vertical),AEACNOTH,AEACNOTH,C83109,What other action was taken?,,15,N,text,200,,N,,,,,,,,AEACNOTH,AEACNOTH,
2025-12-31,C179175,AE,CDASHIG,2-1,,AE,AE_VERTICAL,Vertical,,Adverse Event Free Text Format (Vertical),AEOUT,AEOUT,C49489,What is the outcome of this adverse event?,,16,N,text,200,,N,C66768,OUT,FATAL;NOT RECOVERED/NOT RESOLVED;RECOVERED/RESOLVED;RECOVERED/RESOLVED WITH SEQUELAE;RECOVERING/RESOLVING;UNKNOWN,Fatal;Not Recovered/Not Resolved;Recovered/Resolved;Recovered/Resolved With Sequelae;Recovering/Resolving;Unknown,Single,,,AEOUT,AEOUT,
2025-12-31,C69260,AGE,CDASHIG,2-1,,DM,AGE,,,AGE,DMDAT,DMDAT,C82515,,Collection Date,1,N,date,10,,N,,,,,,,,DMDTC,DMDTC,
2025-12-31,C69260,AGE,CDASHIG,2-1,,DM,AGE,,,AGE,AGE,AGE,C170981,What is the subject's age?,,2,Y,integer,3,,N,,,,,,,,AGE,AGE,
2025-12-31,C69260,AGE,CDASHIG,2-1,,DM,AGE,,,AGE,AGEU,AGEU,C50400,,Age Unit,3,Y,text,20,,N,C66781,AGEU,DAYS;HOURS;MONTHS;WEEKS;YEARS,Days;Hours;Months;Weeks;Years,Single,,,AGEU,AGEU,
2025-12-31,C83217,BRTHDTC,CDASHIG,2-1,,DM,BRTHDTC,,,Date/Time of Birth,DMDAT,DMDAT,C82515,,Collection Date,1,N,date,10,,N,,,,,,,,DMDTC,DMDTC,
2025-12-31,C83217,BRTHDTC,CDASHIG,2-1,,DM,BRTHDTC,,,Date/Time of Birth,BRTHDAT,BRTHDAT,C70856,What is the subject's date of birth?,,2,Y,date,10,,N,,,,,,,,BRTHDTC,BRTHDTC,
2025-12-31,C83217,BRTHDTC,CDASHIG,2-1,,DM,BRTHDTC,,,Date/Time of Birth,BRTHTIM,BRTHTIM,C70856,What is the subject's time of birth?,,3,N,time,5,,N,,,,,,,,BRTHDTC,BRTHDTC,
2025-12-31,C16564,ETHNIC,CDASHIG,2-1,,DM,ETHNIC,,,ETHNIC,DMDAT,DMDAT,C82515,,Collection Date,1,N,date,10,,N,,,,,,,,DMDTC,DMDTC,
2025-12-31,C16564,ETHNIC,CDASHIG,2-1,,DM,ETHNIC,,,ETHNIC,ETHNIC,ETHNIC,C16564,What is the ethnicity of the subject?,,2,Y,text,100,,N,C66790,ETHNIC,HISPANIC OR LATINO;NOT HISPANIC OR LATINO;NOT REPORTED;UNKNOWN,Hispanic Or Latino;Not Hispanic Or Latino;Not Reported;Unknown,Single,,,ETHNIC,ETHNIC,
2025-12-31,C17049,RACE,CDASHIG,2-1,,DM,RACE,,,RACE,DMDAT,DMDAT,C82515,,Collection Date,1,N,date,10,,N,,,,,,,,DMDTC,DMDTC,
2025-12-31,C17049,RACE,CDASHIG,2-1,,DM,RACE,,,RACE,RACE,RACE,C17049,Which of the following five racial designations best describes you?,,2,Y,text,100,,N,C74457,RACE,AMERICAN INDIAN OR ALASKA NATIVE;ASIAN;BLACK OR AFRICAN AMERICAN;NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER;NOT REPORTED;OTHER;UNKNOWN;WHITE,American Indian Or Alaska Native;Asian;Black Or African American;Native Hawaiian Or Other Pacific Islander;Not Reported;Other;Unknown;White,Multiple,,,RACE,RACE,
2025-12-31,C17049,RACE,CDASHIG,2-1,,DM,RACE,,,RACE,RACEOTH,RACEOTH,,,Specify Other Race,3,Y,text,200,,N,,,,,,,,RACEOTH,RACEOTH in SUPPDM,
2025-12-31,C28421,SEX,CDASHIG,2-1,,DM,SEX,,,SEX,DMDAT,DMDAT,C82515,,Collection Date,1,N,date,10,,N,,,,,,,,DMDTC,DMDTC,
2025-12-31,C28421,SEX,CDASHIG,2-1,,DM,SEX,,,SEX,SEX,SEX,C28421,What is the sex of the subject?,,2,Y,text,100,,N,C66731,SEX,F;M;U;INTERSEX,Female;Male;Unknown;Intersex,Single,,,SEX,SEX,
2025-12-31,C119259,EGHRMN,CDASHIG,2-1,,EG,EGHRMN_HORIZONTAL,Horizontal,LOCAL READING,Mean Heart Rate by Electrocardiogram (Horizontal),EGDAT,EGDAT,C82515,,Date of Assessment,1,N,date,10,,N,,,,,,,,EGDTC,EGDTC,
2025-12-31,C119259,EGHRMN,CDASHIG,2-1,,EG,EGHRMN_HORIZONTAL,Horizontal,LOCAL READING,Mean Heart Rate by Electrocardiogram (Horizontal),EGMETHOD,EGMETHOD,C82535,,Method,2,Y,text,50,,N,C71151,EGMETHOD,,,,12 LEAD STANDARD,C71102,EGMETHOD,EGMETHOD = 12 LEAD STANDARD when EGTESTCD = EGHRMN,
2025-12-31,C119259,EGHRMN,CDASHIG,2-1,,EG,EGHRMN_HORIZONTAL,Horizontal,LOCAL READING,Mean Heart Rate by Electrocardiogram (Horizontal),EGPOS,EGPOS,C62164,,Position,3,N,text,50,,N,C71148,POSITION,SEMI-FOWLERS;SEMI-RECUMBENT;SITTING;STANDING;SUPINE,Semi-Fowlers;Semi-Recumbent;Sitting;Standing;Supine,Single,,,EGPOS,EGPOS,
2025-12-31,C119259,EGHRMN,CDASHIG,2-1,,EG,EGHRMN_HORIZONTAL,Horizontal,LOCAL READING,Mean Heart Rate by Electrocardiogram (Horizontal),EGHRMN_EGORRES,EGORRES,C49148,,ECG Mean Heart Rate Result,4,Y,integer,3,,N,,,,,,,,EGORRES;EGTEST;EGTESTCD,EGORRES when EGTESTCD = EGHRMN,
2025-12-31,C119259,EGHRMN,CDASHIG,2-1,,EG,EGHRMN_HORIZONTAL,Horizontal,LOCAL READING,Mean Heart Rate by Electrocardiogram (Horizontal),EGHRMN_EGORRESU,EGORRESU,C73688,,Unit,5,Y,text,50,,N,C71620,UNIT,,,,beats/min,C49673,EGORRESU;EGTEST;EGTESTCD,EGORRESU = beats/min when EGTESTCD = EGHRMN,
2025-12-31,C119259,EGHRMN,CDASHIG,2-1,,EG,EGHRMN_VERTICAL,Vertical,LOCAL READING,Mean Heart Rate by Electrocardiogram (Vertical),EGDAT,EGDAT,C82515,What was the date of assessment?,,1,N,date,10,,N,,,,,,,,EGDTC,EGDTC,
2025-12-31,C119259,EGHRMN,CDASHIG,2-1,,EG,EGHRMN_VERTICAL,Vertical,LOCAL READING,Mean Heart Rate by Electrocardiogram (Vertical),EGMETHOD,EGMETHOD,C82535,What was the method used for the ECG?,,2,Y,text,50,,N,C71151,EGMETHOD,,,,12 LEAD STANDARD,C71102,EGMETHOD,EGMETHOD = 12 LEAD STANDARD when EGTESTCD = EGHRMN,
2025-12-31,C119259,EGHRMN,CDASHIG,2-1,,EG,EGHRMN_VERTICAL,Vertical,LOCAL READING,Mean Heart Rate by Electrocardiogram (Vertical),EGPOS,EGPOS,C62164,What was the position of the subject during the ECG measurement?,,3,N,text,50,,N,C71148,POSITION,SEMI-FOWLERS;SEMI-RECUMBENT;SITTING;STANDING;SUPINE,Semi-Fowlers;Semi-Recumbent;Sitting;Standing;Supine,Single,,,EGPOS,EGPOS,
2025-12-31,C119259,EGHRMN,CDASHIG,2-1,,EG,EGHRMN_VERTICAL,Vertical,LOCAL READING,Mean Heart Rate by Electrocardiogram (Vertical),EGHRMN,EGORRES,C49148,ECG Mean Heart Rate Result,,4,Y,integer,3,,N,,,,,,,,EGORRES;EGTEST;EGTESTCD,EGORRES when EGTESTCD = EGHRMN,
2025-12-31,C119259,EGHRMN,CDASHIG,2-1,,EG,EGHRMN_VERTICAL,Vertical,LOCAL READING,Mean Heart Rate by Electrocardiogram (Vertical),EGHRMNU,EGORRESU,C73688,ECG Mean Heart Rate Result Unit,,5,Y,text,50,,N,C71620,UNIT,,,,beats/min,C49673,EGORRESU;EGTEST;EGTESTCD,EGORRESU = beats/min when EGTESTCD = EGHRMN,
2025-12-31,C181655,EGINTP,CDASHIG,2-1,,EG,EGINTP_HORIZONTAL,Horizontal,LOCAL READING,ECG Interpretation (Horizontal),EGDAT,EGDAT,C82515,,Date of Assessment,1,N,date,10,,N,,,,,,,,EGDTC,EGDTC,
2025-12-31,C181655,EGINTP,CDASHIG,2-1,,EG,EGINTP_HORIZONTAL,Horizontal,LOCAL READING,ECG Interpretation (Horizontal),EGINTP_EGORRES,EGORRES,C125009,,Interpretation,2,Y,text,50,,N,C101834,NORMABNM,ABNORMAL;NORMAL,Abnormal;Normal,Single,,,EGORRES;EGTEST;EGTESTCD,EGORRES when EGTESTCD = EGINTP,
2025-12-31,C181655,EGINTP,CDASHIG,2-1,,EG,EGINTP_HORIZONTAL,Horizontal,LOCAL READING,ECG Interpretation (Horizontal),EGCLSIG,EGCLSIG,C93532,,Was the ECG clinically significant?,3,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,EGCLSIG,EGCLSIG,
2025-12-31,C181655,EGINTP,CDASHIG,2-1,,EG,EGINTP_HORIZONTAL,Horizontal,LOCAL READING,ECG Interpretation (Horizontal),EGEVAL,EGEVAL,C51824,,Evaluator,4,N,text,50,,N,C78735,EVAL,ADJUDICATION COMMITTEE;INDEPENDENT ASSESSOR;INVESTIGATOR,Adjudication Committee;Independent Assessor;Investigator,Single,,,EGEVAL,EGEVAL,
2025-12-31,C181655,EGINTP,CDASHIG,2-1,,EG,EGINTP_VERTICAL,Vertical,LOCAL READING,ECG Interpretation (Vertical),EGDAT,EGDAT,C82515,What was the date of assessment?,,1,N,date,10,,N,,,,,,,,EGDTC,EGDTC,
2025-12-31,C181655,EGINTP,CDASHIG,2-1,,EG,EGINTP_VERTICAL,Vertical,LOCAL READING,ECG Interpretation (Vertical),INTP,EGORRES,C125009,Interpretation,,2,Y,integer,3,,N,C101834,NORMABNM,ABNORMAL;NORMAL,Abnormal;Normal,Single,,,EGORRES;EGTEST;EGTESTCD,EGORRES when EGTESTCD = EGINTP,
2025-12-31,C181655,EGINTP,CDASHIG,2-1,,EG,EGINTP_VERTICAL,Vertical,LOCAL READING,ECG Interpretation (Vertical),EGCLSIG,EGCLSIG,C93532,Was the ECG clinically significant?,,3,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,EGCLSIG,EGCLSIG,
2025-12-31,C181655,EGINTP,CDASHIG,2-1,,EG,EGINTP_VERTICAL,Vertical,LOCAL READING,ECG Interpretation (Vertical),EGEVAL,EGEVAL,C51824,Who was the evaluator?,,4,N,text,50,,N,C78735,EVAL,ADJUDICATION COMMITTEE;INDEPENDENT ASSESSOR;INVESTIGATOR,Adjudication Committee;Independent Assessor;Investigator,Single,,,EGEVAL,EGEVAL,
2025-12-31,C82525,,CDASHIG,2-1,,EG,EGPERF,,,ECG Performed,EGPERF,EGPERF,C82525,Was an ECG performed?,,1,Y,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,,[NOT SUBMITTED]; EGSTAT = NOT DONE when EGTESTCD = EGALL,
2025-12-31,C82525,,CDASHIG,2-1,,EG,EGPERF,,,ECG Performed,EGDAT,EGDAT,C82515,Date of Assessment,,2,N,date,10,,N,,,,,,,,EGDTC,EGDTC,
2025-12-31,C117773,PRAG,CDASHIG,2-1,,EG,PRAG_HORIZONTAL,Horizontal,LOCAL READING,PR Interval Aggregate (Horizontal),EGDAT,EGDAT,C82515,,Date of Assessment,1,N,date,10,,N,,,,,,,,EGDTC,EGDTC,
2025-12-31,C117773,PRAG,CDASHIG,2-1,,EG,PRAG_HORIZONTAL,Horizontal,LOCAL READING,PR Interval Aggregate (Horizontal),EGMETHOD,EGMETHOD,C82535,,Method,2,Y,text,50,,N,C71151,EGMETHOD,,,,12 LEAD STANDARD,C71102,EGMETHOD,EGMETHOD = 12 LEAD STANDARD when EGTESTCD = PRAG,
2025-12-31,C117773,PRAG,CDASHIG,2-1,,EG,PRAG_HORIZONTAL,Horizontal,LOCAL READING,PR Interval Aggregate (Horizontal),EGPOS,EGPOS,C62164,,Position,3,N,text,50,,N,C71148,POSITION,SEMI-FOWLERS;SEMI-RECUMBENT;SITTING;STANDING;SUPINE,Semi-Fowlers;Semi-Recumbent;Sitting;Standing;Supine,Single,,,EGPOS,EGPOS,
2025-12-31,C117773,PRAG,CDASHIG,2-1,,EG,PRAG_HORIZONTAL,Horizontal,LOCAL READING,PR Interval Aggregate (Horizontal),PRAG_EGORRES,EGORRES,C25330,,"PR Interval, Single Beat Result",4,Y,integer,3,,N,,,,,,,,EGORRES;EGTEST;EGTESTCD,EGORRES when EGTESTCD = PRAG,
2025-12-31,C117773,PRAG,CDASHIG,2-1,,EG,PRAG_HORIZONTAL,Horizontal,LOCAL READING,PR Interval Aggregate (Horizontal),PRAG_EGORRESU,EGORRESU,C42574,,Unit,5,Y,text,50,,N,C71620,UNIT,ms;/s,msec;per sec,Single,,,EGORRESU;EGTEST;EGTESTCD,EGORRESU when EGTESTCD = PRAG,
2025-12-31,C117773,PRAG,CDASHIG,2-1,,EG,PRAG_VERTICAL,Vertical,LOCAL READING,PR Interval Aggregate (Vertical),EGDAT,EGDAT,C82515,What was the date of assessment?,,1,N,date,10,,N,,,,,,,,EGDTC,EGDTC,
2025-12-31,C117773,PRAG,CDASHIG,2-1,,EG,PRAG_VERTICAL,Vertical,LOCAL READING,PR Interval Aggregate (Vertical),EGMETHOD,EGMETHOD,C82535,What was the method used for the ECG?,,2,Y,integer,3,,N,C71151,EGMETHOD,,,,12 LEAD STANDARD,C71102,EGMETHOD,EGMETHOD = 12 LEAD STANDARD when EGTESTCD = PRAG,
2025-12-31,C117773,PRAG,CDASHIG,2-1,,EG,PRAG_VERTICAL,Vertical,LOCAL READING,PR Interval Aggregate (Vertical),EGPOS,EGPOS,C62164,What was the position of the subject during the ECG measurement?,,3,N,text,50,,N,C71148,POSITION,SEMI-FOWLERS;SEMI-RECUMBENT;SITTING;STANDING;SUPINE,Semi-Fowlers;Semi-Recumbent;Sitting;Standing;Supine,Single,,,EGPOS,EGPOS,
2025-12-31,C117773,PRAG,CDASHIG,2-1,,EG,PRAG_VERTICAL,Vertical,LOCAL READING,PR Interval Aggregate (Vertical),PRAG,EGORRES,C25330,"PR Interval, Single Beat Result",,4,Y,integer,3,,N,,,,,,,,EGORRES;EGTEST;EGTESTCD,EGORRES when EGTESTCD = PRAG,
2025-12-31,C117773,PRAG,CDASHIG,2-1,,EG,PRAG_VERTICAL,Vertical,LOCAL READING,PR Interval Aggregate (Vertical),PRAGU,EGORRESU,C42574,"PR Interval, Single Beat Result Unit",,5,Y,text,50,,N,C71620,UNIT,ms;/s,msec;per sec,Single,,,EGORRESU;EGTEST;EGTESTCD,EGORRESU when EGTESTCD = PRAG,
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_HORIZONTAL,Horizontal,LOCAL READING,QRS Duration Aggregate (Horizontal),EGDAT,EGDAT,C82515,,Date of Assessment,1,N,date,10,,N,,,,,,,,EGDTC,EGDTC,
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_HORIZONTAL,Horizontal,LOCAL READING,QRS Duration Aggregate (Horizontal),EGMETHOD,EGMETHOD,C82535,,Method,2,Y,text,50,,N,C71151,EGMETHOD,,,,12 LEAD STANDARD,C71102,EGMETHOD,EGMETHOD = 12 LEAD STANDARD when EGTESTCD = QRSAG,
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_HORIZONTAL,Horizontal,LOCAL READING,QRS Duration Aggregate (Horizontal),EGPOS,EGPOS,C62164,,Position,3,N,text,50,,N,C71148,POSITION,SEMI-FOWLERS;SEMI-RECUMBENT;SITTING;STANDING;SUPINE,Semi-Fowlers;Semi-Recumbent;Sitting;Standing;Supine,Single,,,EGPOS,EGPOS,
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_HORIZONTAL,Horizontal,LOCAL READING,QRS Duration Aggregate (Horizontal),QRSAG_EGORRES,EGORRES,C25330,,"QRS Duration, Aggregate Result",4,Y,integer,3,,N,,,,,,,,EGORRES;EGTEST;EGTESTCD,EGORRES when EGTESTCD = QRSAG,
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_HORIZONTAL,Horizontal,LOCAL READING,QRS Duration Aggregate (Horizontal),QRSAG_EGORRESU,EGORRESU,C42574,,Unit,5,Y,text,50,,N,C71620,UNIT,ms;/s,msec;per sec,Single,,,EGORRESU;EGTEST;EGTESTCD,EGORRESU when EGTESTCD = QRSAG,
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_VERTICAL,Vertical,LOCAL READING,QRS Duration Aggregate (Vertical),EGDAT,EGDAT,C82515,What was the date of assessment?,,1,N,date,10,,N,,,,,,,,EGDTC,EGDTC,
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_VERTICAL,Vertical,LOCAL READING,QRS Duration Aggregate (Vertical),EGMETHOD,EGMETHOD,C82535,What was the method used for the ECG?,,2,Y,text,100,,N,C71151,EGMETHOD,,,,12 LEAD STANDARD,C71102,EGMETHOD,EGMETHOD = 12 LEAD STANDARD when EGTESTCD = QRSAG,
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_VERTICAL,Vertical,LOCAL READING,QRS Duration Aggregate (Vertical),EGPOS,EGPOS,C62164,What was the position of the subject during the ECG measurement?,,3,N,integer,50,,N,C71148,POSITION,SEMI-FOWLERS;SEMI-RECUMBENT;SITTING;STANDING;SUPINE,Semi-Fowlers;Semi-Recumbent;Sitting;Standing;Supine,Single,,,EGPOS,EGPOS,
