bc_short_name,bc_id,bc_short_name_id,parent_bc_id,bc_categories,bc_synonyms,result_scales,bc_definition,bc_hierarchy_level,bc_hierarchy_full,dec_n
AIMS - Incapacitation Due to Abnormal Movements,C102042,AIMS - Incapacitation Due to Abnormal Movements (C102042),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Incapacitation due Abn Movements;AIMS0109,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Global Judgments, Incapacitation due to abnormal movements.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Incapacitation Due to Abnormal Movements (C102042),5
AIMS - Jaw,C102036,AIMS - Jaw (C102036),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Jaw;AIMS0103,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Facial and Oral Movements, Jaw, e.g., biting, clenching, chewing, mouth opening, lateral movement.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Jaw (C102036),5
AIMS - Lips and Perioral Area,C102035,AIMS - Lips and Perioral Area (C102035),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Lips and Perioral Area;AIMS0102,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Facial and Oral Movements, Lips and perioral area, e.g., puckering, pouting, smacking.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Lips and Perioral Area (C102035),5
AIMS - Lower Extremities,C102039,AIMS - Lower Extremities (C102039),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Lower Extremities;AIMS0106,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Extremity Movements, Lower (legs, knees, ankles, toes), e.g., lateral knee movement, foot tapping, heel dropping, foot squirming, inversion and eversion of foot.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Lower Extremities (C102039),5
AIMS - Muscles of Facial Expression,C102034,AIMS - Muscles of Facial Expression (C102034),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Muscles of Facial Expression;AIMS0101,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Facial and Oral Movements, Muscles of facial expression, e.g., movements of forehead, eyebrows, periorbital area, cheeks. Include frowning, blinking, grimacing of upper face.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Muscles of Facial Expression (C102034),5
"AIMS - Neck, Shoulders, Hips",C102040,"AIMS - Neck, Shoulders, Hips (C102040)",C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,"AIMS01-Neck, Shoulders, Hips;AIMS0107",Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Trunk Movements, Neck, shoulders, hips, e.g., rocking, twisting, squirming, pelvic gyrations. Include diaphragmatic movements.",3,"Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Neck, Shoulders, Hips (C102040)",5
AIMS - Patient Usually Wears Dentures,C102045,AIMS - Patient Usually Wears Dentures (C102045),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Patient Usually Wear Dentures;AIMS0112,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Dental Status, Does patient usually wear dentures?",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Patient Usually Wears Dentures (C102045),5
AIMS - Patient's Awareness of Abnormal Movements,C102043,AIMS - Patient's Awareness of Abnormal Movements (C102043),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Patient Awareness Abn Movements;AIMS0110,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Global Judgments, Patient's awareness of abnormal movements.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Patient's Awareness of Abnormal Movements (C102043),5
AIMS - Severity of Abnormal Movements,C102041,AIMS - Severity of Abnormal Movements (C102041),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Severity of Abnormal Movements;AIMS0108,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Global Judgments, Severity of abnormal movements, based on the highest single score on the above items.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Severity of Abnormal Movements (C102041),5
AIMS - Tongue,C102037,AIMS - Tongue (C102037),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Tongue;AIMS0104,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Facial and Oral Movements, Tongue. Rate only increase in movement both in and out of mouth, not inability to sustain movement.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Tongue (C102037),5
AIMS - Upper Extremities,C102038,AIMS - Upper Extremities (C102038),C101869,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01;AIMS Clinical Classification Question,AIMS01-Upper Extremities;AIMS0105,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Extremity Movements, Upper (arms, wrists, hands, fingers). Include movements that are choreic (rapid, objectively purposeless, irregular, spontaneous) or athetoid (slow, irregular, complex, serpentine). Do not include tremor (repetitive, regular, rhythmic movements).",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Upper Extremities (C102038),5
AIMS Clinical Classification Question,C101869,AIMS Clinical Classification Question (C101869),C211913,QRS Instrument Questions,,,A question associated with the AIMS questionnaire.,2,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869),0
APACHE II - 15 Minus Glasgow Coma Score,C121109,APACHE II - 15 Minus Glasgow Coma Score (C121109),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-15 Minus Glasgow Coma Score;APCH112,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Glasgow coma score: Score equals 15 minus actual GCS.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - 15 Minus Glasgow Coma Score (C121109),4
"APACHE II - A, Total Acute Physiology Score",C121110,"APACHE II - A, Total Acute Physiology Score (C121110)",C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-A: Total Acute Physiology Score;APCH113,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) A: Total acute physiology score.,3,"Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - A, Total Acute Physiology Score (C121110)",4
APACHE II - Arterial pH,C121102,APACHE II - Arterial pH (C121102),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Arterial pH;APCH106A,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Arterial pH (preferred).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Arterial pH (C121102),4
"APACHE II - B, Age Points",C121111,"APACHE II - B, Age Points (C121111)",C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-B: Age Points;APCH114,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) B: Age points (years).,3,"Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - B, Age Points (C121111)",5
"APACHE II - C, Chronic Health Points",C121112,"APACHE II - C, Chronic Health Points (C121112)",C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-C: Chronic Health Points;APCH115,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) C: Chronic health points.,3,"Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - C, Chronic Health Points (C121112)",4
APACHE II - Heart Rate,C121098,APACHE II - Heart Rate (C121098),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Heart Rate;APCH103,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Heart rate (ventricular response).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Heart Rate (C121098),5
APACHE II - Hematocrit,C121107,APACHE II - Hematocrit (C121107),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Hematocrit;APCH110,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Hematocrit (%).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Hematocrit (C121107),5
APACHE II - Mean Arterial Pressure,C121097,APACHE II - Mean Arterial Pressure (C121097),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Mean Arterial Pressure;APCH102,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Mean arterial pressure - mm Hg.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Mean Arterial Pressure (C121097),5
"APACHE II - Oxygenation, A-aDO2",C121100,"APACHE II - Oxygenation, A-aDO2 (C121100)",C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Oxygenation: A-aDO2;APCH105A,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Oxygenation (mm Hg): FIO2 greater than or equal to 0.5 record A-aDO2.,3,"Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Oxygenation, A-aDO2 (C121100)",5
"APACHE II - Oxygenation, PaO2",C121101,"APACHE II - Oxygenation, PaO2 (C121101)",C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Oxygenation: PaO2;APCH105B,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Oxygenation (mm Hg): FIO2 less than 0.5 record only PaO2.,3,"Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Oxygenation, PaO2 (C121101)",5
APACHE II - Respiratory Rate,C121099,APACHE II - Respiratory Rate (C121099),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Respiratory Rate;APCH104,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Respiratory rate (non-ventilated or ventilated).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Respiratory Rate (C121099),5
APACHE II - Serum Creatinine,C121106,APACHE II - Serum Creatinine (C121106),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Serum Creatinine;APCH109,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Serum creatinine (mg/100 mL) (double point score for acute renal failure).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Serum Creatinine (C121106),5
APACHE II - Serum HCO3,C121103,APACHE II - Serum HCO3 (C121103),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Serum HCO3;APCH106B,Ordinal,"Acute Physiology and Chronic Health Evaluation II (APACHE II) Serum HCO3 (venous mMol/L) (Not preferred, use if no ABGs).",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Serum HCO3 (C121103),5
APACHE II - Serum Potassium,C121105,APACHE II - Serum Potassium (C121105),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Serum Potassium;APCH108,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Serum potassium (mMol/L).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Serum Potassium (C121105),5
APACHE II - Serum Sodium,C121104,APACHE II - Serum Sodium (C121104),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Serum Sodium;APCH107,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Serum sodium (mMol/L).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Serum Sodium (C121104),5
"APACHE II - Temperature, Rectal",C121096,"APACHE II - Temperature, Rectal (C121096)",C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Temperature - Rectal;APCH101,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Temperature - rectal (degree C).,3,"Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Temperature, Rectal (C121096)",6
APACHE II - Total APACHE II Score,C121113,APACHE II - Total APACHE II Score (C121113),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-Total APACHE II Score;APCH116,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Total APACHE II score.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - Total APACHE II Score (C121113),4
APACHE II - White Blood Count,C121108,APACHE II - White Blood Count (C121108),C120994,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1;APACHE II Clinical Classification Question,APCH1-White Blood Count;APCH111,Ordinal,"Acute Physiology and Chronic Health Evaluation II (APACHE II) White blood count (total/mm3) (in 1,000s).",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994); APACHE II - White Blood Count (C121108),5
APACHE II Clinical Classification Question,C120994,APACHE II Clinical Classification Question (C120994),C211913,QRS Instrument Questions,APACHE II Question,,A question associated with the APACHE II clinical classification.,2,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); APACHE II Clinical Classification Question (C120994),0
ATLAS - Age,C147843,ATLAS - Age (C147843),C147551,QRS;Clinical or Research Assessment Classification;ATLAS Score Clinical Classification;ATLAS;ATLAS1;ATLAS Clinical Classification Question,ATLAS1-Age;ATLAS101;ATLAS - Age,Ordinal,ATLAS Score (ATLAS) Age.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ATLAS Clinical Classification Question (C147551); ATLAS - Age (C147843),5
ATLAS - Albumin,C147846,ATLAS - Albumin (C147846),C147551,QRS;Clinical or Research Assessment Classification;ATLAS Score Clinical Classification;ATLAS;ATLAS1;ATLAS Clinical Classification Question,ATLAS1-Albumin;ATLAS104;ATLAS - Albumin,Ordinal,ATLAS Score (ATLAS) Albumin (serum).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ATLAS Clinical Classification Question (C147551); ATLAS - Albumin (C147846),5
ATLAS - Leukocyte Count,C147845,ATLAS - Leukocyte Count (C147845),C147551,QRS;Clinical or Research Assessment Classification;ATLAS Score Clinical Classification;ATLAS;ATLAS1;ATLAS Clinical Classification Question,ATLAS1-Leukocyte Count;ATLAS103;ATLAS - Leukocyte Count,Ordinal,ATLAS Score (ATLAS) Leukocyte count (total).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ATLAS Clinical Classification Question (C147551); ATLAS - Leukocyte Count (C147845),4
ATLAS - Score,C147848,ATLAS - Score (C147848),C147551,QRS;Clinical or Research Assessment Classification;ATLAS Score Clinical Classification;ATLAS;ATLAS1;ATLAS Clinical Classification Question,ATLAS1-Score;ATLAS106;ATLAS - Score,Ordinal,ATLAS Score (ATLAS) Score.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ATLAS Clinical Classification Question (C147551); ATLAS - Score (C147848),4
ATLAS - Serum Creatinine,C147847,ATLAS - Serum Creatinine (C147847),C147551,QRS;Clinical or Research Assessment Classification;ATLAS Score Clinical Classification;ATLAS;ATLAS1;ATLAS Clinical Classification Question,ATLAS1-Serum Creatinine;ATLAS105;ATLAS - Serum Creatinine,Ordinal,ATLAS Score (ATLAS) Serum creatinine (as a measure of renal function).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ATLAS Clinical Classification Question (C147551); ATLAS - Serum Creatinine (C147847),5
ATLAS - Treatment With Antibiotics,C147844,ATLAS - Treatment With Antibiotics (C147844),C147551,QRS;Clinical or Research Assessment Classification;ATLAS Score Clinical Classification;ATLAS;ATLAS1;ATLAS Clinical Classification Question,ATLAS1-Treatment With Antibiotics;ATLAS102;ATLAS - Treatment With Antibiotics,Ordinal,ATLAS Score (ATLAS) Treatment with systemic antibiotics during CDI therapy (>= 1 day).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ATLAS Clinical Classification Question (C147551); ATLAS - Treatment With Antibiotics (C147844),4
ATLAS Clinical Classification Question,C147551,ATLAS Clinical Classification Question (C147551),C211913,QRS Instrument Questions,,,A question associated with the ATLAS clinical classification.,2,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ATLAS Clinical Classification Question (C147551),0
ATLAS Score Clinical Classification,C147589,ATLAS Score Clinical Classification (C147589),C118969,QRS;Clinical or Research Assessment Classification;ATLAS Score Clinical Classification;ATLAS;ATLAS1,ATLAS;ATLAS1,,"A standardized scoring system created by Miller et al. in 2013 that assesses age, treatment with systemic antibiotics, leukocyte count, albumin and serum creatinine to predict treatment response or mortality from Clostridium difficile infection.",1,Clinical or Research Assessment Classification (C118969); ATLAS Score Clinical Classification (C147589),0
Abnormal Involuntary Movement Scale Clinical Classification,C102111,Abnormal Involuntary Movement Scale Clinical Classification (C102111),C118969,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01,AIMS;AIMS01,,"A standardized rating scale developed by William Guy in 1976 which is used to evaluate the severity of tardive dyskinesia in individuals taking neuroleptic agents. This instrument contains 5 sections with a total of 12 items pertaining to facial and oral movements, global judgments, trunk movements, dental status, and extremity movements. Each item is rated on either a 0 to 4 scale with 0 being none and 4 being severe, or as 'yes' or 'no.'",1,Clinical or Research Assessment Classification (C118969); Abnormal Involuntary Movement Scale Clinical Classification (C102111),0
Actual Date of Delivery,C178050,Actual Date of Delivery (C178050),,Reproductive Findings;Age,ADLVRDTC,Temporal,The date on which the delivery event occurred.,0,Actual Date of Delivery (C178050),2
Acute Physiology and Chronic Health Evaluation II Clinical Classification,C121005,Acute Physiology and Chronic Health Evaluation II Clinical Classification (C121005),C118969,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1,APACHE II,,"A standardized rating scale developed by Knaus et al in 1985, which is a classification system used to measure severity of disease. This instrument uses a point score system based on physiological measurements, age and previous health status.",1,Clinical or Research Assessment Classification (C118969); Acute Physiology and Chronic Health Evaluation II Clinical Classification (C121005),0
Aggregate PR Interval,C117773,Aggregate PR Interval (C117773),C62085,Electrocardiogram Findings;Electrocardiogram Measurements;ECG Measurements,PR Interval Aggregate;PQ Interval Aggregate;PRAG;PQAG,Quantitative,"An aggregate PR value based on the measurement of PR intervals from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean. (CDISC)",0,Aggregate PR Interval (C117773),9
Aggregate QRS Duration,C117779,Aggregate QRS Duration (C117779),C62085,Electrocardiogram Findings;Electrocardiogram Measurements;ECG Measurements,QRS Aggregate Duration;QRSAG,Quantitative,"An aggregate QRS value based on the measurement of QRS intervals from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean. (CDISC)",0,Aggregate QRS Duration (C117779),9
Aggregate QT Interval,C117783,Aggregate QT Interval (C117783),C62085,Electrocardiogram Findings;Electrocardiogram Measurements;ECG Measurements,QT Interval Aggregate;QTAG,Quantitative,"An aggregate QT value based on the measurement of QT intervals from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean. (CDISC)",0,Aggregate QT Interval (C117783),9
