bc_short_name,bc_id,bc_short_name_id,parent_bc_id,bc_categories,bc_synonyms,result_scales,bc_definition,bc_hierarchy_level,bc_hierarchy_full,dec_n
AIMS - Incapacitation Due to Abnormal Movements,C102042,AIMS - Incapacitation Due to Abnormal Movements (C102042),C101869,QRS;AIMS;Abnormal Involuntary Movement Scale Clinical Classification,AIMS01-Incapacitation due Abn Movements;AIMS0109,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Global Judgments, Incapacitation due to abnormal movements.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Incapacitation Due to Abnormal Movements (C102042),5
AIMS - Jaw,C102036,AIMS - Jaw (C102036),C101869,QRS;AIMS;Abnormal Involuntary Movement Scale Clinical Classification,AIMS01-Jaw;AIMS0103,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Facial and Oral Movements, Jaw, e.g., biting, clenching, chewing, mouth opening, lateral movement.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Jaw (C102036),5
AIMS - Lips and Perioral Area,C102035,AIMS - Lips and Perioral Area (C102035),C101869,QRS;AIMS;Abnormal Involuntary Movement Scale Clinical Classification,AIMS01-Lips and Perioral Area;AIMS0102,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Facial and Oral Movements, Lips and perioral area, e.g., puckering, pouting, smacking.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Lips and Perioral Area (C102035),5
AIMS - Lower Extremities,C102039,AIMS - Lower Extremities (C102039),C101869,QRS;AIMS;Abnormal Involuntary Movement Scale Clinical Classification,AIMS01-Lower Extremities;AIMS0106,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Extremity Movements, Lower (legs, knees, ankles, toes), e.g., lateral knee movement, foot tapping, heel dropping, foot squirming, inversion and eversion of foot.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Lower Extremities (C102039),5
AIMS - Muscles of Facial Expression,C102034,AIMS - Muscles of Facial Expression (C102034),C101869,QRS;AIMS;Abnormal Involuntary Movement Scale Clinical Classification,AIMS01-Muscles of Facial Expression;AIMS0101,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Facial and Oral Movements, Muscles of facial expression, e.g., movements of forehead, eyebrows, periorbital area, cheeks. Include frowning, blinking, grimacing of upper face.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Muscles of Facial Expression (C102034),5
"AIMS - Neck, Shoulders, Hips",C102040,"AIMS - Neck, Shoulders, Hips (C102040)",C101869,QRS;AIMS;Abnormal Involuntary Movement Scale Clinical Classification,"AIMS01-Neck, Shoulders, Hips;AIMS0107",Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Trunk Movements, Neck, shoulders, hips, e.g., rocking, twisting, squirming, pelvic gyrations. Include diaphragmatic movements.",3,"Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Neck, Shoulders, Hips (C102040)",5
AIMS - Patient Usually Wears Dentures,C102045,AIMS - Patient Usually Wears Dentures (C102045),C101869,QRS;AIMS;Abnormal Involuntary Movement Scale Clinical Classification,AIMS01-Patient Usually Wear Dentures;AIMS0112,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Dental Status, Does patient usually wear dentures?",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Patient Usually Wears Dentures (C102045),5
AIMS - Patient's Awareness of Abnormal Movements,C102043,AIMS - Patient's Awareness of Abnormal Movements (C102043),C101869,QRS;AIMS;Abnormal Involuntary Movement Scale Clinical Classification,AIMS01-Patient Awareness Abn Movements;AIMS0110,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Global Judgments, Patient's awareness of abnormal movements.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Patient's Awareness of Abnormal Movements (C102043),5
AIMS - Severity of Abnormal Movements,C102041,AIMS - Severity of Abnormal Movements (C102041),C101869,QRS;AIMS;Abnormal Involuntary Movement Scale Clinical Classification,AIMS01-Severity of Abnormal Movements;AIMS0108,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Global Judgments, Severity of abnormal movements, based on the highest single score on the above items.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Severity of Abnormal Movements (C102041),5
AIMS - Tongue,C102037,AIMS - Tongue (C102037),C101869,QRS;AIMS;Abnormal Involuntary Movement Scale Clinical Classification,AIMS01-Tongue;AIMS0104,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Facial and Oral Movements, Tongue. Rate only increase in movement both in and out of mouth, not inability to sustain movement.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Tongue (C102037),5
AIMS - Upper Extremities,C102038,AIMS - Upper Extremities (C102038),C101869,QRS;AIMS;Abnormal Involuntary Movement Scale Clinical Classification,AIMS01-Upper Extremities;AIMS0105,Ordinal,"Abnormal Involuntary Movement Scale (AIMS) Extremity Movements, Upper (arms, wrists, hands, fingers). Include movements that are choreic (rapid, objectively purposeless, irregular, spontaneous) or athetoid (slow, irregular, complex, serpentine). Do not include tremor (repetitive, regular, rhythmic movements).",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869); AIMS - Upper Extremities (C102038),5
AIMS Clinical Classification Question,C101869,AIMS Clinical Classification Question (C101869),C211913,Clinical or Research Assessment Questions,,,A question associated with the AIMS questionnaire.,2,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); AIMS Clinical Classification Question (C101869),0
APACHE II - 15 Minus Glasgow Coma Score,C121109,APACHE II - 15 Minus Glasgow Coma Score (C121109),C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-15 Minus Glasgow Coma Score;APCH112,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Glasgow coma score: Score equals 15 minus actual GCS.,2,Clinical or Research Assessment Question (C91102); APACHE II Clinical Classification Question (C120994); APACHE II - 15 Minus Glasgow Coma Score (C121109),4
"APACHE II - A, Total Acute Physiology Score",C121110,"APACHE II - A, Total Acute Physiology Score (C121110)",C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-A: Total Acute Physiology Score;APCH113,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) A: Total acute physiology score.,2,"Clinical or Research Assessment Question (C91102); APACHE II Clinical Classification Question (C120994); APACHE II - A, Total Acute Physiology Score (C121110)",4
APACHE II - Arterial pH,C121102,APACHE II - Arterial pH (C121102),C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-Arterial pH;APCH106A,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Arterial pH (preferred).,2,Clinical or Research Assessment Question (C91102); APACHE II Clinical Classification Question (C120994); APACHE II - Arterial pH (C121102),4
"APACHE II - B, Age Points",C121111,"APACHE II - B, Age Points (C121111)",C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-B: Age Points;APCH114,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) B: Age points (years).,2,"Clinical or Research Assessment Question (C91102); APACHE II Clinical Classification Question (C120994); APACHE II - B, Age Points (C121111)",5
"APACHE II - C, Chronic Health Points",C121112,"APACHE II - C, Chronic Health Points (C121112)",C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-C: Chronic Health Points;APCH115,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) C: Chronic health points.,2,"Clinical or Research Assessment Question (C91102); APACHE II Clinical Classification Question (C120994); APACHE II - C, Chronic Health Points (C121112)",4
APACHE II - Heart Rate,C121098,APACHE II - Heart Rate (C121098),C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-Heart Rate;APCH103,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Heart rate (ventricular response).,2,Clinical or Research Assessment Question (C91102); APACHE II Clinical Classification Question (C120994); APACHE II - Heart Rate (C121098),5
APACHE II - Hematocrit,C121107,APACHE II - Hematocrit (C121107),C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-Hematocrit;APCH110,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Hematocrit (%).,2,Clinical or Research Assessment Question (C91102); APACHE II Clinical Classification Question (C120994); APACHE II - Hematocrit (C121107),5
APACHE II - Mean Arterial Pressure,C121097,APACHE II - Mean Arterial Pressure (C121097),C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-Mean Arterial Pressure;APCH102,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Mean arterial pressure - mm Hg.,2,Clinical or Research Assessment Question (C91102); APACHE II Clinical Classification Question (C120994); APACHE II - Mean Arterial Pressure (C121097),5
"APACHE II - Oxygenation, A-aDO2",C121100,"APACHE II - Oxygenation, A-aDO2 (C121100)",C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-Oxygenation: A-aDO2;APCH105A,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Oxygenation (mm Hg): FIO2 greater than or equal to 0.5 record A-aDO2.,2,"Clinical or Research Assessment Question (C91102); APACHE II Clinical Classification Question (C120994); APACHE II - Oxygenation, A-aDO2 (C121100)",5
"APACHE II - Oxygenation, PaO2",C121101,"APACHE II - Oxygenation, PaO2 (C121101)",C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-Oxygenation: PaO2;APCH105B,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Oxygenation (mm Hg): FIO2 less than 0.5 record only PaO2.,2,"Clinical or Research Assessment Question (C91102); APACHE II Clinical Classification Question (C120994); APACHE II - Oxygenation, PaO2 (C121101)",5
APACHE II - Respiratory Rate,C121099,APACHE II - Respiratory Rate (C121099),C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-Respiratory Rate;APCH104,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Respiratory rate (non-ventilated or ventilated).,2,Clinical or Research Assessment Question (C91102); APACHE II Clinical Classification Question (C120994); APACHE II - Respiratory Rate (C121099),5
APACHE II - Serum Creatinine,C121106,APACHE II - Serum Creatinine (C121106),C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-Serum Creatinine;APCH109,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Serum creatinine (mg/100 mL) (double point score for acute renal failure).,2,Clinical or Research Assessment Question (C91102); APACHE II Clinical Classification Question (C120994); APACHE II - Serum Creatinine (C121106),5
APACHE II - Serum HCO3,C121103,APACHE II - Serum HCO3 (C121103),C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-Serum HCO3;APCH106B,Ordinal,"Acute Physiology and Chronic Health Evaluation II (APACHE II) Serum HCO3 (venous mMol/L) (Not preferred, use if no ABGs).",2,Clinical or Research Assessment Question (C91102); APACHE II Clinical Classification Question (C120994); APACHE II - Serum HCO3 (C121103),5
APACHE II - Serum Potassium,C121105,APACHE II - Serum Potassium (C121105),C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-Serum Potassium;APCH108,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Serum potassium (mMol/L).,2,Clinical or Research Assessment Question (C91102); APACHE II Clinical Classification Question (C120994); APACHE II - Serum Potassium (C121105),5
APACHE II - Serum Sodium,C121104,APACHE II - Serum Sodium (C121104),C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-Serum Sodium;APCH107,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Serum sodium (mMol/L).,2,Clinical or Research Assessment Question (C91102); APACHE II Clinical Classification Question (C120994); APACHE II - Serum Sodium (C121104),5
"APACHE II - Temperature, Rectal",C121096,"APACHE II - Temperature, Rectal (C121096)",C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-Temperature - Rectal;APCH101,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Temperature - rectal (degree C).,2,"Clinical or Research Assessment Question (C91102); APACHE II Clinical Classification Question (C120994); APACHE II - Temperature, Rectal (C121096)",6
APACHE II - Total APACHE II Score,C121113,APACHE II - Total APACHE II Score (C121113),C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-Total APACHE II Score;APCH116,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Total APACHE II score.,2,Clinical or Research Assessment Question (C91102); APACHE II Clinical Classification Question (C120994); APACHE II - Total APACHE II Score (C121113),4
APACHE II - White Blood Count,C121108,APACHE II - White Blood Count (C121108),C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-White Blood Count;APCH111,Ordinal,"Acute Physiology and Chronic Health Evaluation II (APACHE II) White blood count (total/mm3) (in 1,000s).",2,Clinical or Research Assessment Question (C91102); APACHE II Clinical Classification Question (C120994); APACHE II - White Blood Count (C121108),5
APACHE II Clinical Classification Question,C120994,APACHE II Clinical Classification Question (C120994),C91102,Clinical or Research Assessment Questions,APACHE II Question,,A question associated with the APACHE II clinical classification.,1,Clinical or Research Assessment Question (C91102); APACHE II Clinical Classification Question (C120994),0
ATLAS - Age,C147843,ATLAS - Age (C147843),C147551,QRS;ATLAS Score Clinical Classification;ATLAS,ATLAS1-Age;ATLAS101;ATLAS - Age,Ordinal,ATLAS Score (ATLAS) Age.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ATLAS Clinical Classification Question (C147551); ATLAS - Age (C147843),5
ATLAS - Albumin,C147846,ATLAS - Albumin (C147846),C147551,QRS;ATLAS Score Clinical Classification;ATLAS,ATLAS1-Albumin;ATLAS104;ATLAS - Albumin,Ordinal,ATLAS Score (ATLAS) Albumin (serum).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ATLAS Clinical Classification Question (C147551); ATLAS - Albumin (C147846),5
ATLAS - Leukocyte Count,C147845,ATLAS - Leukocyte Count (C147845),C147551,QRS;ATLAS Score Clinical Classification;ATLAS,ATLAS1-Leukocyte Count;ATLAS103;ATLAS - Leukocyte Count,Ordinal,ATLAS Score (ATLAS) Leukocyte count (total).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ATLAS Clinical Classification Question (C147551); ATLAS - Leukocyte Count (C147845),4
ATLAS - Score,C147848,ATLAS - Score (C147848),C147551,QRS;ATLAS Score Clinical Classification;ATLAS,ATLAS1-Score;ATLAS106;ATLAS - Score,Ordinal,ATLAS Score (ATLAS) Score.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ATLAS Clinical Classification Question (C147551); ATLAS - Score (C147848),4
ATLAS - Serum Creatinine,C147847,ATLAS - Serum Creatinine (C147847),C147551,QRS;ATLAS Score Clinical Classification;ATLAS,ATLAS1-Serum Creatinine;ATLAS105;ATLAS - Serum Creatinine,Ordinal,ATLAS Score (ATLAS) Serum creatinine (as a measure of renal function).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ATLAS Clinical Classification Question (C147551); ATLAS - Serum Creatinine (C147847),5
ATLAS - Treatment With Antibiotics,C147844,ATLAS - Treatment With Antibiotics (C147844),C147551,QRS;ATLAS Score Clinical Classification;ATLAS,ATLAS1-Treatment With Antibiotics;ATLAS102;ATLAS - Treatment With Antibiotics,Ordinal,ATLAS Score (ATLAS) Treatment with systemic antibiotics during CDI therapy (>= 1 day).,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ATLAS Clinical Classification Question (C147551); ATLAS - Treatment With Antibiotics (C147844),4
ATLAS Clinical Classification Question,C147551,ATLAS Clinical Classification Question (C147551),C211913,Clinical or Research Assessment Questions,,,A question associated with the ATLAS clinical classification.,2,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ATLAS Clinical Classification Question (C147551),0
ATLAS Score Clinical Classification,C147589,ATLAS Score Clinical Classification (C147589),C118969,Research or Clinical Assessment Tools;Clinical Classification Instruments;QRS,ATLAS;ATLAS1,,"A standardized scoring system created by Miller et al. in 2013 that assesses age, treatment with systemic antibiotics, leukocyte count, albumin and serum creatinine to predict treatment response or mortality from Clostridium difficile infection.",1,Clinical or Research Assessment Classification (C118969); ATLAS Score Clinical Classification (C147589),0
Abnormal Involuntary Movement Scale Clinical Classification,C102111,Abnormal Involuntary Movement Scale Clinical Classification (C102111),C118969,Research or Clinical Assessment Tools;Clinical Classification Instruments;QRS,AIMS;AIMS01,,"A standardized rating scale developed by William Guy in 1976 which is used to evaluate the severity of tardive dyskinesia in individuals taking neuroleptic agents. This instrument contains 5 sections with a total of 12 items pertaining to facial and oral movements, global judgments, trunk movements, dental status, and extremity movements. Each item is rated on either a 0 to 4 scale with 0 being none and 4 being severe, or as 'yes' or 'no.'",1,Clinical or Research Assessment Classification (C118969); Abnormal Involuntary Movement Scale Clinical Classification (C102111),0
Absolute Basophil Count,C64470,Absolute Basophil Count (C64470),C51948,Laboratory Tests;Hematology Tests;Blood Cell Counts;White Blood Cell Counts,Basophils;Total Basophil Count,Quantitative,The total number of white blood cells that are basophils. It is calculated by multiplying the white blood cell count by the percent of basophils in the differential white blood cell count.,1,Leukocyte Count (C51948); Absolute Basophil Count (C64470),5
Absolute Neutrophil Count,C63321,Absolute Neutrophil Count (C63321),C51950,Laboratory Tests;Hematology Tests;Blood Cell Counts;Leukocyte Counts;Neutrophil Counts,Neutrophils;Total Neutrophil Count;NEUT,Quantitative;Ordinal,"The real number of white blood cells (WBC) that are neutrophils. It is derived by multiplying the WBC count by the percent of neutrophils in the differential WBC count. The normal range for ANC is 1.5 to 8.0 (1,500 to 8,000/mm3).",2,Leukocyte Count (C51948); Neutrophil Count (C51950); Absolute Neutrophil Count (C63321),5
Active Comparator,C68609,Active Comparator (C68609),,Clinical Trial Attribute;Trial Summary,Active Control,,"A therapeutically active agent, treatment regimen or procedure that is intended to provide baseline measurements for the experimental protocol of a clinical trial.",0,Active Comparator (C68609),0
Active Comparator Drug,C68612,Active Comparator Drug (C68612),C68609,Trial Summary,Comparative Treatment Name;COMPTRT,Nominal,A therapeutically active agent that is intended to provide baseline measurements for the experimental protocol of a clinical trial.,1,Active Comparator (C68609); Active Comparator Drug (C68612),5
Actual Subject Number,C98703,Actual Subject Number (C98703),C49695,Trial Summary,ACTSUB;Actual Number of Subjects,Quantitative,The actual number of subjects entered into a clinical trial.,1,Study Subject Group Characteristics (C49695); Actual Subject Number (C98703),3
Acute Physiology and Chronic Health Evaluation II Clinical Classification,C121005,Acute Physiology and Chronic Health Evaluation II Clinical Classification (C121005),C118969,Research or Clinical Assessment Tools;Clinical Classification Instruments;QRS,APACHE II,,"A standardized rating scale developed by Knaus et al in 1985, which is a classification system used to measure severity of disease. This instrument uses a point score system based on physiological measurements, age and previous health status.",1,Clinical or Research Assessment Classification (C118969); Acute Physiology and Chronic Health Evaluation II Clinical Classification (C121005),0
Adaptive Study Design Indicator,C146995,Adaptive Study Design Indicator (C146995),C25180,Trial Summary,ADAPT;Adaptive Design,Nominal,"An indication as to whether a study's design includes a prospectively planned opportunity for modification of one or more specified aspects of the study design and/or hypotheses based on analysis of data, usually interim data.",1,Indicator (C25180); Adaptive Study Design Indicator (C146995),6
Additional Outcome Measure,C156601,Additional Outcome Measure (C156601),C70705,Trial Summary,OUTMSADD,Nominal,"Additional key measures that will be used to evaluate the intervention(s) or, for observational studies, that are a focus of the study, but which are not considered primary or secondary outcome measures.",1,Component of Study Protocol (C70705); Additional Outcome Measure (C156601),3
Adverse Event Yes No Indicator,C83347,Adverse Event Yes No Indicator (C83347),C82438,Event Occurrence Indicators,AEYN,Nominal,An indication of whether an adverse event has occurred.,1,Event Occurrence Indicator (C82438); Adverse Event Yes No Indicator (C83347),2
Age at Menarche,C19666,Age at Menarche (C19666),C25150,Reproductive Findings;Age,MENARAGE;Menarche Age,Quantitative,Age of an individual at their first menstruation.,0,Age at Menarche (C19666),3
Agent,C1708,Agent (C1708),,Clinical Trial Attribute;Trial Summary,,,"An active power or cause (as principle, substance, physical or biological factor, etc.) that produces a specific effect.",0,Agent (C1708),0
Alanine Aminotransferase Measurement,C64433,Alanine Aminotransferase Measurement (C64433),C74954,Laboratory Tests;Chemistry Tests;Liver Function Tests;Drug-Induced Liver Injury;DILI,ALT;SGPT,Quantitative,A quantitative measurement of alanine aminotransferase present in a sample.,0,Alanine Aminotransferase Measurement (C64433),5
Albumin Measurement,C64431,Albumin Measurement (C64431),C74954,Laboratory Tests;Chemistry Tests;Liver Function Tests;Drug-Induced Liver Injury;DILI,Albumin,Quantitative;Ordinal,A quantitative measurement of albumin present in a sample.,0,Albumin Measurement (C64431),5
Albumin To Creatinine Protein Ratio Measurement,C74761,Albumin To Creatinine Protein Ratio Measurement (C74761),C74760,Laboratory Tests;Chemistry Tests;Urine Protein Measurement;Ratio Measurement,Albumin/Creatinine;Albumin/creatinine ratio;Albumin/creatinine ratio measurement;Microalbumin/Creatinine Ratio;ALBCREAT,Quantitative,The determination of the ratio of albumin compared to creatinine protein present in a urine sample. The measurement may be expressed as a ratio or percentage.,1,Urine Protein Measurement (C74760); Albumin To Creatinine Protein Ratio Measurement (C74761),5
Alcohol Use History,C81229,Alcohol Use History (C81229),,Substance Use;Personal Medical History;Medical History,Alcohol History;Alcohol Use,Nominal,A description of an individual's current and past experience with alcoholic beverage consumption.,0,Alcohol Use History (C81229),18
Algorithm,C16275,Algorithm (C16275),,Clinical Trial Attribute;Trial Summary,Algorithms,,A defined procedure for solving a problem. Applied to a problem-solving procedure implemented in software to be executed by a computer.,0,Algorithm (C16275),0
Alkaline Phosphatase Measurement,C64432,Alkaline Phosphatase Measurement (C64432),C74954,Laboratory Tests;Chemistry Tests;Liver Function Tests;Drug-Induced Liver Injury;DILI,Alkaline Phosphatase,Quantitative,A quantitative measurement of alkaline phosphatase present in a sample.,0,Alkaline Phosphatase Measurement (C64432),5
Alpha Angle of the Hip,C191306,Alpha Angle of the Hip (C191306),C110937,Musculoskeletal Finding,ALPHANGL;Alpha Angle,Quantitative,A measurement of the angle between the line from the center of the femoral head to the center of the femoral neck at its narrowest point and the line from the center of the femoral head to a point where the distance from the bone to the center of the head is greater than the radius of the cartilage-covered femoral head.,0,Alpha Angle of the Hip (C191306),6
Anisocyte Measurement,C74797,Anisocyte Measurement (C74797),C51946,Laboratory Tests;Hematology Tests;Blood Cell Counts;Erythrocyte Counts,Anisocytes;Anisocytosis;ANISO,Ordinal,The determination of the number of anisocytes present in a sample.,1,Erythrocyte Count (C51946); Anisocyte Measurement (C74797),4
Anticipated Adverse Event (retired),C156629,Anticipated Adverse Event (retired) (C156629),C41331,Events;Reported Events;Adverse Events,Adverse Event;Prespecified Adverse Event,Nominal,An adverse event that is reasonably expected and/or listed in the clinical protocol or other study-related document.,0,Anticipated Adverse Event (retired) (C156629),26
