package_date,bc_id,sdtmig_start_version,sdtmig_end_version,domain,vlm_source,vlm_group_id,short_name,sdtm_variable,dec_id,nsv_flag,codelist,codelist_submission_value,subset_codelist,value_list,assigned_term,assigned_value,role,subject,linking_phrase,predicate_term,object,data_type,length,format,significant_digits,mandatory_variable,mandatory_value,origin_type,origin_source,comparator,vlm_target
2026-03-31,C224898,3-2,,DS,DS.DECODE,DSSTUDYPARTICIPATION,Study Participation Disposition,DSCAT,C25372,N,C74558,DSCAT,,,C74590,DISPOSITION EVENT,Qualifier,DSCAT,groups values in,GROUPS,DSTERM,text,20.0,,,Y,Y,Assigned,Sponsor,,
2026-03-31,C224898,3-2,,DS,DS.DECODE,DSSTUDYPARTICIPATION,Study Participation Disposition,DSSCAT,C25692,N,C170443,DSSCAT,,,C170569,STUDY PARTICIPATION,Qualifier,DSSCAT,groups values in,GROUPS,DSTERM,text,20.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C224898,3-2,,DS,DS.DECODE,DSSTUDYPARTICIPATION,Study Participation Disposition,DSDECOD,C25638,N,C66727,NCOMPLT,,,,,Qualifier,DSDECOD,is a dictionary-derived term for the value in,IS_DERIVED_FROM,DSTERM,text,200.0,,,Y,Y,Assigned,Sponsor,,
2026-03-31,C224898,3-2,,DS,DS.DECODE,DSSTUDYPARTICIPATION,Study Participation Disposition,DSTERM,C25638,N,,,,,,,Topic,DSTERM,is original text for,IS_ORIGINAL_TEXT_FOR,DSDECOD,text,200.0,,,Y,Y,Collected,Investigator,,
2026-03-31,C224898,3-2,,DS,DS.DECODE,DSSTUDYPARTICIPATION,Study Participation Disposition,DSSTDTC,C82517,N,,,,,,,Timing,DSSTDTC,is the start date for,IS_TIMING_FOR,DSTERM,datetime,,,,Y,Y,Collected,Investigator,,
2026-03-31,C224899,3-2,,DS,DS.DECODE,DSSTUDYTREATMENT,Study Treatment Disposition,DSCAT,C25372,N,C74558,DSCAT,,,C74590,DISPOSITION EVENT,Qualifier,DSCAT,groups values in,GROUPS,DSTERM,text,20.0,,,Y,Y,Assigned,Sponsor,,
2026-03-31,C224899,3-2,,DS,DS.DECODE,DSSTUDYTREATMENT,Study Treatment Disposition,DSSCAT,C25692,N,C170443,DSSCAT,,,C170570,STUDY TREATMENT,Qualifier,DSSCAT,groups values in,GROUPS,DSTERM,text,20.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C224899,3-2,,DS,DS.DECODE,DSSTUDYTREATMENT,Study Treatment Disposition,DSDECOD,C25638,N,C66727,NCOMPLT,NCOMPLT_STUDYTREATMENT,ADVERSE EVENT;APPROVED DRUG AVAILABLE FOR INDICATION;COMPLETED;DEATH;DISEASE RELAPSE;FAILURE TO MEET CONTINUATION CRITERIA;INVESTIGATOR DECISION;LACK OF EFFICACY;LOGISTICS PROBLEM;LOST TO FOLLOW-UP;NO LONGER CLINICALLY BENEFITING;NON-COMPLIANCE;NON-COMPLIANCE WITH NON-STUDY DEVICE;NON-COMPLIANCE WITH STUDY DEVICE;NON-COMPLIANCE WITH STUDY DRUG;NON-COMPLIANCE WITH STUDY SCHEDULE;PARTNER PREGNANCY;PHYSICIAN DECISION;PREGNANCY;PROGRESSIVE DISEASE;PROTOCOL DEVIATION;PROTOCOL VIOLATION;PROTOCOL-SPECIFIED WITHDRAWAL CRITERION MET;RANDOMIZED BY MISTAKE;RANDOMIZED BY MISTAKE WITH STUDY TREATMENT;RECOVERY;REQUIRES PROHIBITED MEDICATION;REQUIRES PROHIBITED PROCEDURE;SERIOUS ADVERSE EVENT;SITE TERMINATED BY SPONSOR;SPONSOR REQUEST;STUDY TERMINATED BY SPONSOR;TECHNICAL PROBLEMS;UNDERWENT PROHIBITED PROCEDURE;USED PROHIBITED MEDICATION;WITHDRAWAL BY PARENT/GUARDIAN;WITHDRAWAL BY SUBJECT;WITHDRAWAL OF ASSENT;WITHDRAWAL OF CONSENT,,,Qualifier,DSDECOD,is a dictionary-derived term for the value in,IS_DERIVED_FROM,DSTERM,text,200.0,,,Y,Y,Assigned,Sponsor,,
2026-03-31,C224899,3-2,,DS,DS.DECODE,DSSTUDYTREATMENT,Study Treatment Disposition,DSTERM,C25638,N,,,,,,,Topic,DSTERM,is original text for,IS_ORIGINAL_TEXT_FOR,DSDECOD,text,200.0,,,Y,Y,Collected,Investigator,,
2026-03-31,C224899,3-2,,DS,DS.DECODE,DSSTUDYTREATMENT,Study Treatment Disposition,DSSTDTC,C82517,N,,,,,,,Timing,DSSTDTC,is the start date for,IS_TIMING_FOR,DSTERM,datetime,,,,Y,Y,Collected,Investigator,,
2026-03-31,C139236,3-2,,DS,DS.DECODE,FAILCONT,Failure to Meet Continuation Criteria [RETIRED],DSCAT,C25372,N,C74558,DSCAT,,,C74590,DISPOSITION EVENT,Qualifier,DSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C139236,3-2,,DS,DS.DECODE,FAILCONT,Failure to Meet Continuation Criteria [RETIRED],DSSCAT,C25692,N,C170443,DSSCAT,,,,,Qualifier,DSSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C139236,3-2,,DS,DS.DECODE,FAILCONT,Failure to Meet Continuation Criteria [RETIRED],DSDECOD,C82977,N,C66727,NCOMPLT,,,C139236,FAILURE TO MEET CONTINUATION CRITERIA,Qualifier,DSDECOD,is a dictionary-derived term for the value in,IS_DERIVED_FROM,DSTERM,text,200.0,,,Y,Y,Assigned,Sponsor,,
2026-03-31,C139236,3-2,,DS,DS.DECODE,FAILCONT,Failure to Meet Continuation Criteria [RETIRED],DSTERM,C82571,N,,,,,,,Topic,DSTERM,is original text for,IS_ORIGINAL_TEXT_FOR,DSDECOD,text,200.0,,,Y,Y,Collected,Investigator,,
2026-03-31,C139236,3-2,,DS,DS.DECODE,FAILCONT,Failure to Meet Continuation Criteria [RETIRED],DSSTDTC,C82517,N,,,,,,,Timing,DSSTDTC,is the start date for,IS_TIMING_FOR,DSTERM,datetime,,,,Y,N,Collected,Investigator,,
2026-03-31,C105448,3-2,,DS,DS.DECODE,FAILRAND,Failure to Meet Randomization Criteria [RETIRED],DSCAT,C25372,N,C74558,DSCAT,,,C74590,DISPOSITION EVENT,Qualifier,DSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C105448,3-2,,DS,DS.DECODE,FAILRAND,Failure to Meet Randomization Criteria [RETIRED],DSSCAT,C25692,N,C170443,DSSCAT,,,,,Qualifier,DSSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C105448,3-2,,DS,DS.DECODE,FAILRAND,Failure to Meet Randomization Criteria [RETIRED],DSDECOD,C82977,N,C66727,NCOMPLT,,,C105448,FAILURE TO MEET RANDOMIZATION CRITERIA,Qualifier,DSDECOD,is a dictionary-derived term for the value in,IS_DERIVED_FROM,DSTERM,text,200.0,,,Y,Y,Assigned,Sponsor,,
2026-03-31,C105448,3-2,,DS,DS.DECODE,FAILRAND,Failure to Meet Randomization Criteria [RETIRED],DSTERM,C82571,N,,,,,,,Topic,DSTERM,is original text for,IS_ORIGINAL_TEXT_FOR,DSDECOD,text,200.0,,,Y,Y,Collected,Investigator,,
2026-03-31,C105448,3-2,,DS,DS.DECODE,FAILRAND,Failure to Meet Randomization Criteria [RETIRED],DSSTDTC,C82517,N,,,,,,,Timing,DSSTDTC,is the start date for,IS_TIMING_FOR,DSTERM,datetime,,,,Y,N,Collected,Investigator,,
2026-03-31,C48226,3-2,,DS,DS.DECODE,LACKEFFICACY,Lack of Efficacy [RETIRED],DSCAT,C25372,N,C74558,DSCAT,,,C74590,DISPOSITION EVENT,Qualifier,DSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C48226,3-2,,DS,DS.DECODE,LACKEFFICACY,Lack of Efficacy [RETIRED],DSSCAT,C25692,N,C170443,DSSCAT,,STUDY PARTICIPATION;STUDY TREATMENT,,,Qualifier,DSSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C48226,3-2,,DS,DS.DECODE,LACKEFFICACY,Lack of Efficacy [RETIRED],DSDECOD,C82977,N,C66727,NCOMPLT,,,C48226,LACK OF EFFICACY,Qualifier,DSDECOD,is a dictionary-derived term for the value in,IS_DERIVED_FROM,DSTERM,text,200.0,,,Y,Y,Assigned,Sponsor,,
2026-03-31,C48226,3-2,,DS,DS.DECODE,LACKEFFICACY,Lack of Efficacy [RETIRED],DSTERM,C82571,N,,,,,,,Topic,DSTERM,is original text for,IS_ORIGINAL_TEXT_FOR,DSDECOD,text,200.0,,,Y,Y,Collected,Investigator,,
2026-03-31,C48226,3-2,,DS,DS.DECODE,LACKEFFICACY,Lack of Efficacy [RETIRED],DSSTDTC,C82517,N,,,,,,,Timing,DSSTDTC,is the start date for,IS_TIMING_FOR,DSTERM,datetime,,,,Y,N,Collected,Investigator,,
2026-03-31,C48227,3-2,,DS,DS.DECODE,LTFUP,Lost to Follow Up [RETIRED],DSCAT,C25372,N,C74558,DSCAT,,,C74590,DISPOSITION EVENT,Qualifier,DSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C48227,3-2,,DS,DS.DECODE,LTFUP,Lost to Follow Up [RETIRED],DSSCAT,C25692,N,C170443,DSSCAT,,STUDY PARTICIPATION;STUDY TREATMENT,,,Qualifier,DSSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C48227,3-2,,DS,DS.DECODE,LTFUP,Lost to Follow Up [RETIRED],DSDECOD,C82977,N,C66727,NCOMPLT,,,C48227,LOST TO FOLLOW-UP,Qualifier,DSDECOD,is a dictionary-derived term for the value in,IS_DERIVED_FROM,DSTERM,text,200.0,,,Y,Y,Assigned,Sponsor,,
2026-03-31,C48227,3-2,,DS,DS.DECODE,LTFUP,Lost to Follow Up [RETIRED],DSTERM,C82571,N,,,,,,,Topic,DSTERM,is original text for,IS_ORIGINAL_TEXT_FOR,DSDECOD,text,200.0,,,Y,Y,Collected,Investigator,,
2026-03-31,C48227,3-2,,DS,DS.DECODE,LTFUP,Lost to Follow Up [RETIRED],DSSTDTC,C82517,N,,,,,,,Timing,DSSTDTC,is the start date for,IS_TIMING_FOR,DSTERM,datetime,,,,Y,N,Collected,Investigator,,
2026-03-31,C48250,3-2,,DS,DS.DECODE,PHYDECISION,Physician Decision [RETIRED],DSCAT,C25372,N,C74558,DSCAT,,,C74590,DISPOSITION EVENT,Qualifier,DSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C48250,3-2,,DS,DS.DECODE,PHYDECISION,Physician Decision [RETIRED],DSSCAT,C25692,N,C170443,DSSCAT,,STUDY PARTICIPATION;STUDY TREATMENT,,,Qualifier,DSSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C48250,3-2,,DS,DS.DECODE,PHYDECISION,Physician Decision [RETIRED],DSDECOD,C82977,N,C66727,NCOMPLT,,,C48250,PHYSICIAN DECISION,Qualifier,DSDECOD,is a dictionary-derived term for the value in,IS_DERIVED_FROM,DSTERM,text,200.0,,,Y,Y,Assigned,Sponsor,,
2026-03-31,C48250,3-2,,DS,DS.DECODE,PHYDECISION,Physician Decision [RETIRED],DSTERM,C82571,N,,,,,,,Topic,DSTERM,is original text for,IS_ORIGINAL_TEXT_FOR,DSDECOD,text,200.0,,,Y,Y,Collected,Investigator,,
2026-03-31,C48250,3-2,,DS,DS.DECODE,PHYDECISION,Physician Decision [RETIRED],DSSTDTC,C82517,N,,,,,,,Timing,DSSTDTC,is the start date for,IS_TIMING_FOR,DSTERM,datetime,,,,Y,N,Collected,Investigator,,
2026-03-31,C35571,3-2,,DS,DS.DECODE,PROGDISEASE,Progressive Disease [RETIRED],DSCAT,C25372,N,C74558,DSCAT,,,C74590,DISPOSITION EVENT,Qualifier,DSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C35571,3-2,,DS,DS.DECODE,PROGDISEASE,Progressive Disease [RETIRED],DSSCAT,C25692,N,C170443,DSSCAT,,STUDY PARTICIPATION;STUDY TREATMENT,,,Qualifier,DSSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C35571,3-2,,DS,DS.DECODE,PROGDISEASE,Progressive Disease [RETIRED],DSDECOD,C82977,N,C66727,NCOMPLT,,,C35571,PROGRESSIVE DISEASE,Qualifier,DSDECOD,is a dictionary-derived term for the value in,IS_DERIVED_FROM,DSTERM,text,200.0,,,Y,Y,Assigned,Sponsor,,
2026-03-31,C35571,3-2,,DS,DS.DECODE,PROGDISEASE,Progressive Disease [RETIRED],DSTERM,C82571,N,,,,,,,Topic,DSTERM,is original text for,IS_ORIGINAL_TEXT_FOR,DSDECOD,text,200.0,,,Y,Y,Collected,Investigator,,
2026-03-31,C35571,3-2,,DS,DS.DECODE,PROGDISEASE,Progressive Disease [RETIRED],DSSTDTC,C82517,N,,,,,,,Timing,DSSTDTC,is the start date for,IS_TIMING_FOR,DSTERM,datetime,,,,Y,N,Collected,Investigator,,
2026-03-31,C25250,3-2,,DS,DS.DECODE,PROTCOMP,Protocol Completed [RETIRED],DSCAT,C25372,N,C74558,DSCAT,,,C74590,DISPOSITION EVENT,Qualifier,DSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C25250,3-2,,DS,DS.DECODE,PROTCOMP,Protocol Completed [RETIRED],DSSCAT,C25692,N,C170443,DSSCAT,,STUDY PARTICIPATION;STUDY TREATMENT,,,Qualifier,DSSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C25250,3-2,,DS,DS.DECODE,PROTCOMP,Protocol Completed [RETIRED],DSDECOD,C82977,N,C66727,NCOMPLT,,,C25250,COMPLETED,Qualifier,DSDECOD,is a dictionary-derived term for the value in,IS_DERIVED_FROM,DSTERM,text,200.0,,,Y,Y,Assigned,Sponsor,,
2026-03-31,C25250,3-2,,DS,DS.DECODE,PROTCOMP,Protocol Completed [RETIRED],DSTERM,C82571,N,,,,,,,Topic,DSTERM,is original text for,IS_ORIGINAL_TEXT_FOR,DSDECOD,text,200.0,,,Y,Y,Collected,Investigator,,
2026-03-31,C25250,3-2,,DS,DS.DECODE,PROTCOMP,Protocol Completed [RETIRED],DSSTDTC,C82517,N,,,,,,,Timing,DSSTDTC,is the start date for,IS_TIMING_FOR,DSTERM,datetime,,,,Y,N,Collected,Investigator,,
2026-03-31,C50996,3-2,,DS,DS.DECODE,PROTDEV,Protocol Deviation [RETIRED],DSCAT,C25372,N,C74558,DSCAT,,,C74590,DISPOSITION EVENT,Qualifier,DSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C50996,3-2,,DS,DS.DECODE,PROTDEV,Protocol Deviation [RETIRED],DSSCAT,C25692,N,C170443,DSSCAT,,,,,Qualifier,DSSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C50996,3-2,,DS,DS.DECODE,PROTDEV,Protocol Deviation [RETIRED],DSDECOD,C82977,N,C66727,NCOMPLT,,,C50996,PROTOCOL DEVIATION,Qualifier,DSDECOD,is a dictionary-derived term for the value in,IS_DERIVED_FROM,DSTERM,text,200.0,,,Y,Y,Assigned,Sponsor,,
2026-03-31,C50996,3-2,,DS,DS.DECODE,PROTDEV,Protocol Deviation [RETIRED],DSTERM,C82571,N,,,,,,,Topic,DSTERM,is original text for,IS_ORIGINAL_TEXT_FOR,DSDECOD,text,200.0,,,Y,Y,Collected,Investigator,,
2026-03-31,C50996,3-2,,DS,DS.DECODE,PROTDEV,Protocol Deviation [RETIRED],DSSTDTC,C82517,N,,,,,,,Timing,DSSTDTC,is the start date for,IS_TIMING_FOR,DSTERM,datetime,,,,Y,N,Collected,Investigator,,
2026-03-31,C191656,3-2,,DS,DS.DECODE,SUBJPREG,Subject Pregnancy [RETIRED],DSCAT,C25372,N,C74558,DSCAT,,,C74590,DISPOSITION EVENT,Qualifier,DSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C191656,3-2,,DS,DS.DECODE,SUBJPREG,Subject Pregnancy [RETIRED],DSSCAT,C25692,N,C170443,DSSCAT,,STUDY PARTICIPATION;STUDY TREATMENT,,,Qualifier,DSSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C191656,3-2,,DS,DS.DECODE,SUBJPREG,Subject Pregnancy [RETIRED],DSDECOD,C82977,N,C66727,NCOMPLT,,,C191656,PREGNANCY,Qualifier,DSDECOD,is a dictionary-derived term for the value in,IS_DERIVED_FROM,DSTERM,text,200.0,,,Y,Y,Assigned,Sponsor,,
2026-03-31,C191656,3-2,,DS,DS.DECODE,SUBJPREG,Subject Pregnancy [RETIRED],DSTERM,C82571,N,,,,,,,Topic,DSTERM,is original text for,IS_ORIGINAL_TEXT_FOR,DSDECOD,text,200.0,,,Y,Y,Collected,Investigator,,
2026-03-31,C191656,3-2,,DS,DS.DECODE,SUBJPREG,Subject Pregnancy [RETIRED],DSSTDTC,C82517,N,,,,,,,Timing,DSSTDTC,is the start date for,IS_TIMING_FOR,DSTERM,datetime,,,,Y,N,Collected,Investigator,,
2026-03-31,C49634,3-2,,DS,DS.DECODE,SUBJWITHDRAW,Withdrawal By Subject [RETIRED],DSCAT,C25372,N,C74558,DSCAT,,,C74590,DISPOSITION EVENT,Qualifier,DSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C49634,3-2,,DS,DS.DECODE,SUBJWITHDRAW,Withdrawal By Subject [RETIRED],DSSCAT,C25692,N,C170443,DSSCAT,,STUDY PARTICIPATION;STUDY TREATMENT,,,Qualifier,DSSCAT,groups values in,GROUPS,DSTERM,text,200.0,,,Y,N,Assigned,Sponsor,,
2026-03-31,C49634,3-2,,DS,DS.DECODE,SUBJWITHDRAW,Withdrawal By Subject [RETIRED],DSDECOD,C82977,N,C66727,NCOMPLT,,,C49634,WITHDRAWAL BY SUBJECT,Qualifier,DSDECOD,is a dictionary-derived term for the value in,IS_DERIVED_FROM,DSTERM,text,200.0,,,Y,Y,Assigned,Sponsor,,
2026-03-31,C49634,3-2,,DS,DS.DECODE,SUBJWITHDRAW,Withdrawal By Subject [RETIRED],DSTERM,C82571,N,,,,,,,Topic,DSTERM,is original text for,IS_ORIGINAL_TEXT_FOR,DSDECOD,text,200.0,,,Y,Y,Collected,Investigator,,
2026-03-31,C49634,3-2,,DS,DS.DECODE,SUBJWITHDRAW,Withdrawal By Subject [RETIRED],DSSTDTC,C82517,N,,,,,,,Timing,DSSTDTC,is the start date for,IS_TIMING_FOR,DSTERM,datetime,,,,Y,N,Collected,Investigator,,
2026-03-31,C25747,3-2,,LB,LB.LBTESTCD,CREATCLRRURIN,Creatinine Clearance in Urine,LBTESTCD,,N,C65047,LBTESTCD,,,C25747,CREATCLR,Topic,LBTESTCD,is the code for the value in,IS_DECODED_BY,LBTEST,,,,,Y,Y,,,EQ,
2026-03-31,C25747,3-2,,LB,LB.LBTESTCD,CREATCLRRURIN,Creatinine Clearance in Urine,LBTEST,,N,C67154,LBTEST,,,C25747,Creatinine Clearance,Qualifier,LBTEST,decodes the value in,DECODES,LBTESTCD,,,,,Y,Y,,,,
2026-03-31,C25747,3-2,,LB,LB.LBTESTCD,CREATCLRRURIN,Creatinine Clearance in Urine,LBCAT,,N,,,,,,CHEMISTRY,Qualifier,LBCAT,groups values in,GROUPS,LBTESTCD,,,,,Y,N,,,,
2026-03-31,C25747,3-2,,LB,LB.LBTESTCD,CREATCLRRURIN,Creatinine Clearance in Urine,LBORRES,C70856,N,,,,,,,Qualifier,LBORRES,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2026-03-31,C25747,3-2,,LB,LB.LBTESTCD,CREATCLRRURIN,Creatinine Clearance in Urine,LBORRESU,C64567,N,C71620,UNIT,,ml/min;mL/s,,,Qualifier,LBORRESU,is the unit for the value in,IS_UNIT_FOR,LBORRES,,,,,Y,N,,,,Y
2026-03-31,C25747,3-2,,LB,LB.LBTESTCD,CREATCLRRURIN,Creatinine Clearance in Urine,LBSTRESC,C70856,N,,,,,,,Qualifier,LBSTRESC,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2026-03-31,C25747,3-2,,LB,LB.LBTESTCD,CREATCLRRURIN,Creatinine Clearance in Urine,LBSTRESN,C70856,N,,,,,,,Qualifier,LBSTRESN,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2026-03-31,C25747,3-2,,LB,LB.LBTESTCD,CREATCLRRURIN,Creatinine Clearance in Urine,LBSTRESU,C64567,N,C71620,UNIT,,,C69073,mL/s,Qualifier,LBSTRESU,is the unit for the value in,IS_UNIT_FOR,LBSTRESN,,,,,Y,N,,,,Y
2026-03-31,C25747,3-2,,LB,LB.LBTESTCD,CREATCLRRURIN,Creatinine Clearance in Urine,LBLOINC,,N,,,,,,,Qualifier,LBLOINC,identifies an observation described by,IDENTIFIES_OBSERVATION,LBTESTCD,,,,,N,N,,,,
2026-03-31,C25747,3-2,,LB,LB.LBTESTCD,CREATCLRRURIN,Creatinine Clearance in Urine,LBSPEC,C70713,N,C78734,SPECTYPE,,,C13283,URINE,Qualifier,LBSPEC,is the specimen tested in,IS_SPECIMEN_TESTED_IN,LBTESTCD,,,,,Y,N,,,EQ,
2026-03-31,C25747,3-2,,LB,LB.LBTESTCD,CREATCLRRURIN,Creatinine Clearance in Urine,LBFAST,C93566,N,C66742,NY,NY_NY,N;Y,,,Qualifier,LBFAST,is the subject's fasting status during the performance of the test in,IS_SUBJECT_STATE_FOR,LBTESTCD,,,,,N,N,,,,
2026-03-31,C25747,3-2,,LB,LB.LBTESTCD,CREATCLRRURIN,Creatinine Clearance in Urine,LBDTC,C82515,N,,,,,,,Timing,LBDTC,is the date of occurrence for,IS_TIMING_FOR,LBTESTCD,,,,,Y,N,,,,
2026-03-31,C25747,3-2,,LB,LB.LBTESTCD,CREATCLRRURIN,Creatinine Clearance in Urine,LBENDTC,C83308,N,,,,,,,Timing,LBENDTC,is the end date for,IS_TIMING_FOR,LBTESTCD,,,,,Y,N,,,,
2026-03-31,C106568,3-2,,LB,LB.LBTESTCD,NACLRURIN,Sodium Clearance in Urine,LBTESTCD,,N,C65047,LBTESTCD,,,C106568,NACLR,Topic,LBTESTCD,is the code for the value in,IS_DECODED_BY,LBTEST,,,,,Y,Y,,,EQ,
2026-03-31,C106568,3-2,,LB,LB.LBTESTCD,NACLRURIN,Sodium Clearance in Urine,LBTEST,,N,C67154,LBTEST,,,C106568,Sodium Clearance,Qualifier,LBTEST,decodes the value in,DECODES,LBTESTCD,,,,,Y,Y,,,,
2026-03-31,C106568,3-2,,LB,LB.LBTESTCD,NACLRURIN,Sodium Clearance in Urine,LBCAT,,N,,,,,,CHEMISTRY,Qualifier,LBCAT,groups values in,GROUPS,LBTESTCD,,,,,Y,N,,,,
2026-03-31,C106568,3-2,,LB,LB.LBTESTCD,NACLRURIN,Sodium Clearance in Urine,LBORRES,C70856,N,,,,,,,Qualifier,LBORRES,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2026-03-31,C106568,3-2,,LB,LB.LBTESTCD,NACLRURIN,Sodium Clearance in Urine,LBORRESU,C64567,N,C71620,UNIT,,ml/min;mL/s,,,Qualifier,LBORRESU,is the unit for the value in,IS_UNIT_FOR,LBORRES,,,,,Y,N,,,,Y
2026-03-31,C106568,3-2,,LB,LB.LBTESTCD,NACLRURIN,Sodium Clearance in Urine,LBSTRESC,C70856,N,,,,,,,Qualifier,LBSTRESC,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
