bc_short_name,bc_id,bc_short_name_id,parent_bc_id,bc_categories,bc_synonyms,result_scales,bc_definition,bc_hierarchy_level,bc_hierarchy_full,dec_n
BPRS-Anchored - Blunted Affect,C100387,BPRS-Anchored - Blunted Affect (C100387),C100109,QRS;Clinical or Research Assessment Classification;Brief Psychiatric Rating Scale A Clinical Classification;BPRS-A;BPRSA1;BPRS-Anchored Clinical Classification Question,BPRSA1-Blunted Affect;BPRSA116;BPRS-Anchored - Blunted Affect,Ordinal,Brief Psychiatric Rating Scale-Anchored (BPRS-A) Blunted affect.,1,BPRS-Anchored Clinical Classification Question (C100109); BPRS-Anchored - Blunted Affect (C100387),5
BPRS-Anchored - Conceptual Disorganization,C100375,BPRS-Anchored - Conceptual Disorganization (C100375),C100109,QRS;Clinical or Research Assessment Classification;Brief Psychiatric Rating Scale A Clinical Classification;BPRS-A;BPRSA1;BPRS-Anchored Clinical Classification Question,BPRSA1-Conceptual Disorganization;BPRSA104;BPRS-Anchored - Conceptual Disorganization,Ordinal,Brief Psychiatric Rating Scale-Anchored (BPRS-A) Conceptual disorganization.,1,BPRS-Anchored Clinical Classification Question (C100109); BPRS-Anchored - Conceptual Disorganization (C100375),5
BPRS-Anchored - Depressive Mood,C100380,BPRS-Anchored - Depressive Mood (C100380),C100109,QRS;Clinical or Research Assessment Classification;Brief Psychiatric Rating Scale A Clinical Classification;BPRS-A;BPRSA1;BPRS-Anchored Clinical Classification Question,BPRSA1-Depressive Mood;BPRSA109;BPRS-Anchored - Depressive Mood,Ordinal,Brief Psychiatric Rating Scale-Anchored (BPRS-A) Depressive mood.,1,BPRS-Anchored Clinical Classification Question (C100109); BPRS-Anchored - Depressive Mood (C100380),5
BPRS-Anchored - Disorientation,C100389,BPRS-Anchored - Disorientation (C100389),C100109,QRS;Clinical or Research Assessment Classification;Brief Psychiatric Rating Scale A Clinical Classification;BPRS-A;BPRSA1;BPRS-Anchored Clinical Classification Question,BPRSA1-Disorientation;BPRSA118;BPRS-Anchored - Disorientation,Ordinal,Brief Psychiatric Rating Scale-Anchored (BPRS-A) Disorientation.,1,BPRS-Anchored Clinical Classification Question (C100109); BPRS-Anchored - Disorientation (C100389),5
BPRS-Anchored - Emotional Withdrawal,C100374,BPRS-Anchored - Emotional Withdrawal (C100374),C100109,QRS;Clinical or Research Assessment Classification;Brief Psychiatric Rating Scale A Clinical Classification;BPRS-A;BPRSA1;BPRS-Anchored Clinical Classification Question,BPRSA1-Emotional Withdrawal;BPRSA103;BPRS-Anchored - Emotional Withdrawal,Ordinal,Brief Psychiatric Rating Scale-Anchored (BPRS-A) Emotional withdrawal.,1,BPRS-Anchored Clinical Classification Question (C100109); BPRS-Anchored - Emotional Withdrawal (C100374),5
BPRS-Anchored - Excitement,C100388,BPRS-Anchored - Excitement (C100388),C100109,QRS;Clinical or Research Assessment Classification;Brief Psychiatric Rating Scale A Clinical Classification;BPRS-A;BPRSA1;BPRS-Anchored Clinical Classification Question,BPRSA1-Excitement;BPRSA117;BPRS-Anchored - Excitement,Ordinal,Brief Psychiatric Rating Scale-Anchored (BPRS-A) Excitement.,1,BPRS-Anchored Clinical Classification Question (C100109); BPRS-Anchored - Excitement (C100388),5
BPRS-Anchored - Grandiosity,C100379,BPRS-Anchored - Grandiosity (C100379),C100109,QRS;Clinical or Research Assessment Classification;Brief Psychiatric Rating Scale A Clinical Classification;BPRS-A;BPRSA1;BPRS-Anchored Clinical Classification Question,BPRSA1-Grandiosity;BPRSA108;BPRS-Anchored - Grandiosity,Ordinal,Brief Psychiatric Rating Scale-Anchored (BPRS-A) Grandiosity.,1,BPRS-Anchored Clinical Classification Question (C100109); BPRS-Anchored - Grandiosity (C100379),5
BPRS-Anchored - Guilt Feelings,C100376,BPRS-Anchored - Guilt Feelings (C100376),C100109,QRS;Clinical or Research Assessment Classification;Brief Psychiatric Rating Scale A Clinical Classification;BPRS-A;BPRSA1;BPRS-Anchored Clinical Classification Question,BPRSA1-Guilt Feelings;BPRSA105;BPRS-Anchored - Guilt Feelings,Ordinal,Brief Psychiatric Rating Scale-Anchored (BPRS-A) Guilt feelings.,1,BPRS-Anchored Clinical Classification Question (C100109); BPRS-Anchored - Guilt Feelings (C100376),5
BPRS-Anchored - Hallucinatory Behavior,C100383,BPRS-Anchored - Hallucinatory Behavior (C100383),C100109,QRS;Clinical or Research Assessment Classification;Brief Psychiatric Rating Scale A Clinical Classification;BPRS-A;BPRSA1;BPRS-Anchored Clinical Classification Question,BPRSA1-Hallucinatory Behavior;BPRSA112;BPRS-Anchored - Hallucinatory Behavior,Ordinal,Brief Psychiatric Rating Scale-Anchored (BPRS-A) Hallucinatory behavior.,1,BPRS-Anchored Clinical Classification Question (C100109); BPRS-Anchored - Hallucinatory Behavior (C100383),5
BPRS-Anchored - Hostility,C100381,BPRS-Anchored - Hostility (C100381),C100109,QRS;Clinical or Research Assessment Classification;Brief Psychiatric Rating Scale A Clinical Classification;BPRS-A;BPRSA1;BPRS-Anchored Clinical Classification Question,BPRSA1-Hostility;BPRSA110;BPRS-Anchored - Hostility,Ordinal,Brief Psychiatric Rating Scale-Anchored (BPRS-A) Hostility.,1,BPRS-Anchored Clinical Classification Question (C100109); BPRS-Anchored - Hostility (C100381),5
BPRS-Anchored - Mannerisms and Posturing,C100378,BPRS-Anchored - Mannerisms and Posturing (C100378),C100109,QRS;Clinical or Research Assessment Classification;Brief Psychiatric Rating Scale A Clinical Classification;BPRS-A;BPRSA1;BPRS-Anchored Clinical Classification Question,BPRSA1-Mannerisms and Posturing;BPRSA107;BPRS-Anchored - Mannerisms and Posturing,Ordinal,Brief Psychiatric Rating Scale-Anchored (BPRS-A) Mannerisms and posturing.,1,BPRS-Anchored Clinical Classification Question (C100109); BPRS-Anchored - Mannerisms and Posturing (C100378),4
BPRS-Anchored - Motor Retardation,C100384,BPRS-Anchored - Motor Retardation (C100384),C100109,QRS;Clinical or Research Assessment Classification;Brief Psychiatric Rating Scale A Clinical Classification;BPRS-A;BPRSA1;BPRS-Anchored Clinical Classification Question,BPRSA1-Motor Retardation;BPRSA113;BPRS-Anchored - Motor Retardation,Ordinal,Brief Psychiatric Rating Scale-Anchored (BPRS-A) Motor retardation.,1,BPRS-Anchored Clinical Classification Question (C100109); BPRS-Anchored - Motor Retardation (C100384),4
BPRS-Anchored - Somatic Concern,C100372,BPRS-Anchored - Somatic Concern (C100372),C100109,QRS;Clinical or Research Assessment Classification;Brief Psychiatric Rating Scale A Clinical Classification;BPRS-A;BPRSA1;BPRS-Anchored Clinical Classification Question,BPRSA1-Somatic Concern;BPRSA101;BPRS-Anchored - Somatic Concern,Ordinal,Brief Psychiatric Rating Scale-Anchored (BPRS-A) Somatic concern.,1,BPRS-Anchored Clinical Classification Question (C100109); BPRS-Anchored - Somatic Concern (C100372),5
BPRS-Anchored - Suspiciousness,C100382,BPRS-Anchored - Suspiciousness (C100382),C100109,QRS;Clinical or Research Assessment Classification;Brief Psychiatric Rating Scale A Clinical Classification;BPRS-A;BPRSA1;BPRS-Anchored Clinical Classification Question,BPRSA1-Suspiciousness;BPRSA111;BPRS-Anchored - Suspiciousness,Ordinal,Brief Psychiatric Rating Scale-Anchored (BPRS-A) Suspiciousness.,1,BPRS-Anchored Clinical Classification Question (C100109); BPRS-Anchored - Suspiciousness (C100382),5
BPRS-Anchored - Tension,C100377,BPRS-Anchored - Tension (C100377),C100109,QRS;Clinical or Research Assessment Classification;Brief Psychiatric Rating Scale A Clinical Classification;BPRS-A;BPRSA1;BPRS-Anchored Clinical Classification Question,BPRSA1-Tension;BPRSA106;BPRS-Anchored - Tension,Ordinal,Brief Psychiatric Rating Scale-Anchored (BPRS-A) Tension.,1,BPRS-Anchored Clinical Classification Question (C100109); BPRS-Anchored - Tension (C100377),5
BPRS-Anchored - Uncooperativeness,C100385,BPRS-Anchored - Uncooperativeness (C100385),C100109,QRS;Clinical or Research Assessment Classification;Brief Psychiatric Rating Scale A Clinical Classification;BPRS-A;BPRSA1;BPRS-Anchored Clinical Classification Question,BPRSA1-Uncooperativeness;BPRSA114;BPRS-Anchored - Uncooperativeness,Ordinal,Brief Psychiatric Rating Scale-Anchored (BPRS-A) Uncooperativeness.,1,BPRS-Anchored Clinical Classification Question (C100109); BPRS-Anchored - Uncooperativeness (C100385),5
BPRS-Anchored - Unusual Thought Content,C100386,BPRS-Anchored - Unusual Thought Content (C100386),C100109,QRS;Clinical or Research Assessment Classification;Brief Psychiatric Rating Scale A Clinical Classification;BPRS-A;BPRSA1;BPRS-Anchored Clinical Classification Question,BPRSA1-Unusual Thought Content;BPRSA115;BPRS-Anchored - Unusual Thought Content,Ordinal,Brief Psychiatric Rating Scale-Anchored (BPRS-A) Unusual thought content.,1,BPRS-Anchored Clinical Classification Question (C100109); BPRS-Anchored - Unusual Thought Content (C100386),5
BPRS-Anchored Clinical Classification Question,C100109,BPRS-Anchored Clinical Classification Question (C100109),C211913,QRS Instrument Questions,,,A question associated with the BPRS-Anchored clinical classification.,0,BPRS-Anchored Clinical Classification Question (C100109),0
BRCA Mutation Analysis,C146692,BRCA Mutation Analysis (C146692),C18302,Genetic Testing;Gene Expression Analysis;Genetic Variation Analysis;Molecular Analysis;Genetic Molecular Analysis,BRCA Mutation Status;BRCA Family Gene Mutation Analysis,Ordinal,A procedure to test for the presence of mutations in BRCA family genes.,1,Genetic Variation Analysis (C18302); BRCA Mutation Analysis (C146692),7
BRCA1 Gene Mutation,C19635,BRCA1 Gene Mutation (C19635),C146692,Genetic Testing;Gene Expression Analysis;Molecular Analysis;Genetic Molecular Analysis,BRCA1;BRCA1 Mutation;Breast Cancer 1 Gene Mutation;BROVCA1 Gene Mutation;Mutation of the BRCA1 Gene,Ordinal,"A mutation that is typically a heritable, permanent change in the nucleotide sequence of the BRCA1 gene. Single nucleotide substitutions and small deletions or insertions (1-20 bases) account for the majority of mutations in the BRCA1 gene. Approximately 75% of these alterations result in a truncated form of the breast cancer type 1 susceptibility protein. Mutations in the BRCA1 gene predispose individuals to breast and ovarian cancers.",2,Genetic Variation Analysis (C18302); BRCA Mutation Analysis (C146692); BRCA1 Gene Mutation (C19635),7
BRCA2 Gene Mutation,C19636,BRCA2 Gene Mutation (C19636),C146692,Genetic Testing;Gene Expression Analysis;Molecular Analysis;Genetic Molecular Analysis,BRCA2;BRCA2 Mutation;Breast Cancer 2 Gene Mutation;BROVCA2 Gene Mutation;Mutation of the BRCA2 Gene;XRCC11 Gene Mutation;BRCC2 Gene Mutation;FANCD1 Gene Mutation,Ordinal,"A mutation that is typically a heritable, permanent change in the nucleotide sequence of the BRCA2 gene. Single nucleotide substitutions and small deletions or insertions (1-20 bases) account for the majority of mutations in the BRCA2 gene. Most of these alterations result in a truncated form of the breast cancer type 2 susceptibility protein. Mutations in the BRCA2 gene predispose males to breast cancer.",2,Genetic Variation Analysis (C18302); BRCA Mutation Analysis (C146692); BRCA2 Gene Mutation (C19636),7
Biopsy Procedure,C15189,Biopsy Procedure (C15189),C18020,Diagnostic Procedures;Biopsies,Bx,Nominal,"The removal of tissue specimens or fluid from the living body for microscopic examination, performed to establish a diagnosis.",0,Biopsy Procedure (C15189),11
Brachytherapy,C15195,Brachytherapy (C15195),C15313,Procedures;Radiotherapy,Internal Radiation;Internal Radiation Brachytherapy,Nominal,"A type of radiation therapy in which radioactive material is placed inside the body, into a tumor or body cavity.",0,Brachytherapy (C15195),10
Breast Cancer by AJCC v8 Anatomic Stage,C139533,Breast Cancer by AJCC v8 Anatomic Stage (C139533),C139532,Staging;Breast Cancer,Breast Carcinoma by AJCC v8 Anatomic Stage;TNM Staging,Ordinal,"A term that refers to the staging of breast cancer, following the rules of the TNM AJCC v8 classification system. This staging system should only be used in global regions where biomarker tests are not routinely available. (from AJCC 8th Ed.)",2,Breast Carcinoma (C4872); Breast Cancer by AJCC v8 Stage (C139532); Breast Cancer by AJCC v8 Anatomic Stage (C139533),4
Breast Cancer by AJCC v8 Prognostic Stage,C139554,Breast Cancer by AJCC v8 Prognostic Stage (C139554),C139532,Staging;Breast Cancer,Breast Carcinoma by AJCC v8 Prognostic Stage;Breast Cancer by AJCC v8 Prognostic Stage Group;TNM Staging,Ordinal,"A term that refers to the staging of breast cancer, following the rules of the TNM AJCC v8 classification system. This staging system should be used in countries where HER2, ER, and PR biomarker tests are routinely performed for patient care (U.S., Canada, etc.). (from AJCC 8th Ed.)",2,Breast Carcinoma (C4872); Breast Cancer by AJCC v8 Stage (C139532); Breast Cancer by AJCC v8 Prognostic Stage (C139554),4
Breast Cancer by AJCC v8 Stage,C139532,Breast Cancer by AJCC v8 Stage (C139532),C4872,Staging;Breast Cancer,Breast Carcinoma by AJCC v8 Stage;TNM Staging,Ordinal,"A term that refers to the staging of breast cancer, following the rules of the TNM AJCC v8 classification system. It applies to invasive (infiltrating) carcinoma of the breast and ductal carcinoma in situ of the breast. It does not apply to breast sarcoma, phyllodes tumor, and breast lymphoma. (from AJCC 8th Ed.)",1,Breast Carcinoma (C4872); Breast Cancer by AJCC v8 Stage (C139532),4
Breast Carcinoma,C4872,Breast Carcinoma (C4872),,Cancer;Carcinoma,Cancer of the Breast,,"A carcinoma arising from the breast, most commonly the terminal ductal-lobular unit. It is the most common malignant tumor in females. Risk factors include country of birth, family history, menstrual and reproductive history, fibrocystic disease and epithelial hyperplasia, exogenous estrogens, contraceptive agents, and ionizing radiation. The vast majority of breast carcinomas are adenocarcinomas (ductal or lobular). Breast carcinoma spreads by direct invasion, by the lymphatic route, and by the blood vessel route. The most common site of lymph node involvement is the axilla.",0,Breast Carcinoma (C4872),0
Breast Conservation Treatment,C15280,Breast Conservation Treatment (C15280),,Surgeries;Procedures,,,"Breast conservation treatment is defined as excision of the primary tumor and adjacent breast tissue, followed by radiation therapy.  This procedure is also referred to as lumpectomy, segmental mastectomy, or partial mastectomy. (from Consensus Statements: Treatment of Early-stage Breast Cancer, 1990)",0,Breast Conservation Treatment (C15280),0
Breast Surgery,C157802,Breast Surgery (C157802),,Surgeries,,,A surgical procedure on the breast.,0,Breast Surgery (C157802),0
Brief Psychiatric Rating Scale A Clinical Classification,C100761,Brief Psychiatric Rating Scale A Clinical Classification (C100761),C118969,QRS;Clinical or Research Assessment Classification;Brief Psychiatric Rating Scale A Clinical Classification;BPRS-A;BPRSA1;BPRS-Anchored Clinical Classification Question,BPRS-A;BPRSA1;Brief Psychiatric Rating Scale - Anchored,,"A standardized rating scale originally developed by Margaret G. Woerner, Salvatore Mannuzza and John M. Kane in 1988 which is used to evaluate the severity of an individual's psychiatric symptoms. This version consists of 18 questions or types of psychiatric symptoms such as depression, anxiety, hallucinations, motor skills, or other unusual behaviors and is completed during a semi-structured interview. Each symptom is rated on a scale of 1-7 or 1-9 with 1 being non-existent and 7 being very severe; 9 represents 'can not be assessed'.",0,Brief Psychiatric Rating Scale A Clinical Classification (C100761),0
CDISC ADAS-Cog - Total Score,C208544,CDISC ADAS-Cog - Total Score (C208544),C100106,QRS;ADAS-Cog;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version),ADCTS;CDISC ADAS-Cog - Total Score;Total Score,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Total score.,0,CDISC ADAS-Cog - Total Score (C208544),8
CES - Ever Combat Patrols or Dangerous Duty,C132556,CES - Ever Combat Patrols or Dangerous Duty (C132556),C132527,QRS;QRS Instrument Question;Clinical or Research Assessment Questionnaire;Combat Exposure Scale Questionnaire;CES;CES01;CES Questionnaire Question,CES01-Ever Combat Patrols/Dangerous Duty;CES0101;CES - Ever Combat Patrols or Dangerous Duty,Ordinal,Combat Exposure Scale (CES) Did you ever go on combat patrols or have other dangerous duty?,1,CES Questionnaire Question (C132527); CES - Ever Combat Patrols or Dangerous Duty (C132556),4
CES - Ever Surrounded by the Enemy,C132558,CES - Ever Surrounded by the Enemy (C132558),C132527,QRS;QRS Instrument Question;Clinical or Research Assessment Questionnaire;Combat Exposure Scale Questionnaire;CES;CES01;CES Questionnaire Question,CES01-Ever Surrounded by the Enemy;CES0103;CES - Ever Surrounded by the Enemy,Ordinal,Combat Exposure Scale (CES) Were you ever surrounded by the enemy?,1,CES Questionnaire Question (C132527); CES - Ever Surrounded by the Enemy (C132558),4
CES - How Often Fire Rounds at Enemy,C132560,CES - How Often Fire Rounds at Enemy (C132560),C132527,QRS;QRS Instrument Question;Clinical or Research Assessment Questionnaire;Combat Exposure Scale Questionnaire;CES;CES01;CES Questionnaire Question,CES01-How Often Fire Rounds at Enemy;CES0105;CES - How Often Fire Rounds at Enemy,Ordinal,Combat Exposure Scale (CES) How often did you fire rounds at the enemy?,1,CES Questionnaire Question (C132527); CES - How Often Fire Rounds at Enemy (C132560),4
CES - In Danger of Being Injured or Killed,C132562,CES - In Danger of Being Injured or Killed (C132562),C132527,QRS;QRS Instrument Question;Clinical or Research Assessment Questionnaire;Combat Exposure Scale Questionnaire;CES;CES01;CES Questionnaire Question,CES01-In Danger of Being Injured/Killed;CES0107;CES - In Danger of Being Injured or Killed,Ordinal,"Combat Exposure Scale (CES) How often were you in danger of being injured or killed (i.e., being pinned down, overrun, ambushed, near miss, etc.)?",1,CES Questionnaire Question (C132527); CES - In Danger of Being Injured or Killed (C132562),4
CES - See Someone Hit by Rounds,C132561,CES - See Someone Hit by Rounds (C132561),C132527,QRS;QRS Instrument Question;Clinical or Research Assessment Questionnaire;Combat Exposure Scale Questionnaire;CES;CES01;CES Questionnaire Question,CES01-See Someone Hit by Rounds;CES0106;CES - See Someone Hit by Rounds,Ordinal,Combat Exposure Scale (CES) How often did you see someone hit by incoming or outgoing rounds?,1,CES Questionnaire Question (C132527); CES - See Someone Hit by Rounds (C132561),4
"CES - Soldiers in Unit Killed (KIA), Wounded, Missing (MIA)",C132559,"CES - Soldiers in Unit Killed (KIA), Wounded, Missing (MIA) (C132559)",C132527,QRS;QRS Instrument Question;Clinical or Research Assessment Questionnaire;Combat Exposure Scale Questionnaire;CES;CES01;CES Questionnaire Question,"CES01-Soldiers in Unit KIA, Wounded, MIA;CES0104;CES - Soldiers in Unit Killed (KIA), Wounded, Missing (MIA)",Ordinal,"Combat Exposure Scale (CES) What percentage of the soldiers in your unit were killed (KIA), wounded or missing in action (MIA)?",1,"CES Questionnaire Question (C132527); CES - Soldiers in Unit Killed (KIA), Wounded, Missing (MIA) (C132559)",4
CES - Were You Ever Under Enemy Fire,C132557,CES - Were You Ever Under Enemy Fire (C132557),C132527,QRS;QRS Instrument Question;Clinical or Research Assessment Questionnaire;Combat Exposure Scale Questionnaire;CES;CES01;CES Questionnaire Question,CES01-Were You Ever Under Enemy Fire;CES0102;CES - Were You Ever Under Enemy Fire,Ordinal,Combat Exposure Scale (CES) Were you ever under enemy fire?,1,CES Questionnaire Question (C132527); CES - Were You Ever Under Enemy Fire (C132557),4
CES Questionnaire Question,C132527,CES Questionnaire Question (C132527),C211913,QRS Instrument Questions,,,A question associated with the CES questionnaire.,0,CES Questionnaire Question (C132527),0
CGI Generic Modification Version - Change,C135815,CGI Generic Modification Version - Change (C135815),C135705,QRS;Clinical or Research Assessment Questionnaire;Clinical Global Impression Generic Modification Version Questionnaire;CGI02;CGI;CGI Generic Modification Version Questionnaire Question,CGI02-Change;CGI0202;CGI Generic Modification Version - Change,Ordinal,"Clinical Global Impression Generic Modification Version (CGI Generic Modification Version) Rate total change whether or not, in your judgement, it is due entirely to drug treatment. Compared to the subject's condition <at previously assessed protocol specified time point>, how much has the subject changed?",1,CGI Generic Modification Version Questionnaire Question (C135705); CGI Generic Modification Version - Change (C135815),5
CGI Generic Modification Version - Improvement,C135816,CGI Generic Modification Version - Improvement (C135816),C135705,QRS;Clinical or Research Assessment Questionnaire;Clinical Global Impression Generic Modification Version Questionnaire;CGI02;CGI;CGI Generic Modification Version Questionnaire Question,CGI02-Improvement;CGI0203;CGI Generic Modification Version - Improvement,Ordinal,"Clinical Global Impression Generic Modification Version (CGI Generic Modification Version) Rate total improvement whether or not, in your judgement, it is due entirely to drug treatment. Compared to the subject's condition <at previously assessed protocol specified time point>, how much has the subject improved?",1,CGI Generic Modification Version Questionnaire Question (C135705); CGI Generic Modification Version - Improvement (C135816),5
CGI Generic Modification Version - Severity,C135814,CGI Generic Modification Version - Severity (C135814),C135705,QRS;Clinical or Research Assessment Questionnaire;Clinical Global Impression Generic Modification Version Questionnaire;CGI02;CGI;CGI Generic Modification Version Questionnaire Question,CGI02-Severity;CGI0201;CGI Generic Modification Version - Severity,Ordinal,"Clinical Global Impression Generic Modification Version (CGI Generic Modification Version) Considering your total clinical experience with this particular population, how severe is the subject's condition at this time?",1,CGI Generic Modification Version Questionnaire Question (C135705); CGI Generic Modification Version - Severity (C135814),5
CGI Generic Modification Version Questionnaire Question,C135705,CGI Generic Modification Version Questionnaire Question (C135705),C211913,QRS Instrument Questions,,,A question associated with the CGI Generic Modification Version questionnaire.,0,CGI Generic Modification Version Questionnaire Question (C135705),0
Cellularity Measurement,C111153,Cellularity Measurement (C111153),C48938,Tumor Results;Tumor Measurements,CELLULAR;Cellularity Grade;Cellularity Index;Percent Cellularity,Quantitative,"The determination of the amount of degree, quality or condition of cells present in a sample.",0,Cellularity Measurement (C111153),7
Child-Pugh - Ascites,C121069,Child-Pugh - Ascites (C121069),C120996,QRS;Clinical or Research Assessment Classification;Child-Pugh Clinical Classification;CHILD-PUGH CLASSIFICATION;Child-Pugh;CPS01;Child-Pugh Clinical Classification Question,CPS01-Ascites;CPS0102;Child-Pugh - Ascites,Ordinal,Child-Pugh Classification (Child-Pugh) Ascites.,1,Child-Pugh Clinical Classification Question (C120996); Child-Pugh - Ascites (C121069),5
Child-Pugh - Encephalopathy Grade,C121068,Child-Pugh - Encephalopathy Grade (C121068),C120996,QRS;Clinical or Research Assessment Classification;Child-Pugh Clinical Classification;CHILD-PUGH CLASSIFICATION;Child-Pugh;CPS01;Child-Pugh Clinical Classification Question,CPS01-Encephalopathy Grade;CPS0101;Child-Pugh - Encephalopathy Grade,Ordinal,Child-Pugh Classification (Child-Pugh) Encephalopathy grade.,1,Child-Pugh Clinical Classification Question (C120996); Child-Pugh - Encephalopathy Grade (C121068),5
Child-Pugh - Grade,C121075,Child-Pugh - Grade (C121075),C120996,QRS;Clinical or Research Assessment Classification;Child-Pugh Clinical Classification;CHILD-PUGH CLASSIFICATION;Child-Pugh;CPS01;Child-Pugh Clinical Classification Question,CPS01-Grade;CPS0107;Child-Pugh - Grade,Ordinal,Child-Pugh Classification (Child-Pugh) Child-Pugh grade.,1,Child-Pugh Clinical Classification Question (C120996); Child-Pugh - Grade (C121075),4
